time,"	Load0","	Load1","	Load2","	Load3","	Load4","	Load5","	Load6"
2020031711.00.24.86,	1,	1,	1,	1,	1,	1,	1
2020031711.00.25.86,	1,	1,	1,	1,	1,	1,	1
2020031711.00.26.86,	1,	1,	1,	1,	1,	1,	1
2020031711.00.27.86,	1,	1,	1,	1,	1,	1,	1
2020031711.00.28.86,	1,	1,	1,	1,	1,	1,	1
2020031711.00.29.86,	1,	1,	1,	1,	1,	1,	1
2020031711.00.30.86,	1,	1,	1,	1,	1,	1,	1
2020031711.00.31.86,	1,	1,	1,	1,	1,	1,	1
2020031711.00.32.86,	1,	1,	1,	1,	1,	1,	1
2020031711.00.33.86,	1,	1,	1,	1,	1,	1,	1
2020031711.00.34.86,	1,	1,	1,	1,	1,	1,	1
2020031711.00.35.86,	1,	1,	1,	1,	1,	1,	1
2020031711.00.36.86,	1,	1,	1,	1,	1,	1,	1
2020031711.00.37.86,	1,	1,	1,	1,	1,	1,	1
2020031711.00.38.86,	1,	1,	1,	1,	1,	1,	1
2020031711.00.39.86,	1,	1,	1,	1,	1,	1,	1
2020031711.00.40.86,	1,	1,	1,	1,	1,	1,	1
2020031711.00.41.86,	1,	1,	1,	1,	1,	1,	1
2020031711.00.42.86,	1,	1,	1,	1,	1,	1,	1
2020031711.00.43.86,	1,	1,	1,	1,	1,	1,	1
2020031711.00.44.86,	1,	1,	1,	1,	1,	1,	1
2020031711.00.45.86,	1,	1,	1,	1,	1,	1,	1
2020031711.00.46.86,	1,	1,	1,	1,	1,	1,	1
2020031711.00.47.86,	1,	1,	1,	1,	1,	1,	1
2020031711.00.48.86,	1,	1,	1,	1,	0,	1,	1
2020031711.00.49.86,	1,	1,	1,	1,	0,	1,	1
2020031711.00.50.86,	1,	1,	1,	1,	0,	1,	1
2020031711.00.51.86,	1,	1,	1,	1,	0,	1,	1
2020031711.00.52.87,	1,	1,	1,	1,	0,	1,	1
2020031711.00.53.87,	1,	1,	1,	1,	0,	0,	1
2020031711.00.54.87,	1,	1,	1,	1,	0,	0,	0
2020031711.00.55.87,	1,	0,	0,	1,	0,	0,	0
2020031711.00.56.87,	0,	0,	0,	0,	0,	0,	0
2020031711.00.57.87,	0,	0,	0,	0,	0,	0,	0
2020031711.00.58.87,	0,	0,	0,	0,	0,	0,	0
2020031711.00.59.87,	0,	0,	0,	0,	0,	0,	0
2020031711.01.00.87,	0,	0,	0,	0,	0,	0,	0
2020031711.01.01.87,	0,	0,	0,	0,	0,	0,	0
2020031711.01.02.87,	0,	0,	0,	0,	0,	0,	0
2020031711.01.03.87,	0,	0,	0,	0,	0,	0,	0
2020031711.01.04.87,	0,	0,	0,	0,	0,	0,	0
2020031711.01.05.87,	0,	0,	0,	0,	0,	0,	0
2020031711.01.06.87,	0,	0,	0,	0,	0,	0,	0
2020031711.01.07.87,	0,	0,	0,	0,	0,	0,	0
2020031711.01.08.87,	0,	0,	0,	0,	0,	0,	0
2020031711.01.09.87,	0,	0,	0,	0,	0,	0,	0
2020031711.01.10.87,	0,	0,	0,	0,	0,	0,	0
2020031711.01.11.87,	0,	0,	0,	0,	0,	0,	0
2020031711.01.12.87,	0,	0,	0,	0,	0,	0,	0
2020031711.01.13.87,	0,	0,	0,	0,	0,	0,	0
2020031711.01.14.87,	0,	0,	0,	0,	0,	0,	0
2020031711.01.15.87,	0,	0,	0,	0,	0,	0,	0
2020031711.01.16.87,	0,	0,	0,	0,	0,	0,	0
2020031711.01.17.87,	0,	0,	0,	0,	0,	0,	0
2020031711.01.18.87,	0,	0,	0,	0,	0,	0,	0
2020031711.01.19.87,	0,	0,	0,	0,	0,	0,	0
2020031711.01.20.87,	0,	0,	0,	0,	0,	0,	0
2020031711.01.21.87,	0,	0,	0,	0,	0,	0,	0
2020031711.01.22.87,	0,	0,	0,	0,	0,	0,	0
2020031711.01.23.87,	0,	0,	0,	0,	0,	0,	0
2020031711.01.24.87,	0,	0,	0,	0,	0,	0,	0
2020031711.01.25.87,	0,	0,	0,	0,	0,	0,	0
2020031711.01.26.87,	0,	0,	0,	0,	0,	0,	0
2020031711.01.27.87,	0,	0,	0,	0,	0,	0,	0
2020031711.01.28.87,	0,	0,	0,	0,	0,	0,	0
2020031711.01.29.87,	0,	0,	0,	0,	0,	0,	0
2020031711.01.30.88,	0,	0,	0,	0,	0,	0,	0
2020031711.01.31.88,	0,	0,	0,	0,	0,	0,	0
2020031711.01.32.88,	0,	0,	0,	0,	0,	0,	0
2020031711.01.33.88,	0,	0,	0,	0,	0,	0,	0
2020031711.01.34.88,	0,	0,	0,	0,	0,	0,	0
2020031711.01.35.88,	0,	0,	0,	0,	0,	0,	0
2020031711.01.36.88,	0,	0,	0,	0,	0,	0,	0
2020031711.01.37.88,	0,	0,	0,	0,	0,	0,	0
2020031711.01.38.88,	0,	0,	0,	0,	0,	0,	0
2020031711.01.39.88,	0,	0,	0,	0,	0,	0,	0
2020031711.01.40.88,	0,	0,	0,	0,	0,	0,	0
2020031711.01.41.88,	0,	0,	0,	0,	0,	0,	0
2020031711.01.42.88,	0,	0,	0,	0,	0,	0,	0
2020031711.01.43.88,	0,	0,	0,	0,	0,	0,	0
2020031711.01.44.88,	0,	0,	0,	0,	0,	0,	0
2020031711.01.45.88,	0,	0,	0,	0,	0,	0,	0
2020031711.01.46.88,	0,	0,	0,	0,	0,	0,	0
2020031711.01.47.88,	0,	0,	0,	0,	0,	0,	0
2020031711.01.48.88,	0,	0,	0,	0,	0,	0,	0
2020031711.01.49.88,	1,	0,	0,	1,	0,	0,	0
2020031711.01.50.88,	1,	0,	1,	1,	1,	0,	1
2020031711.01.51.89,	1,	1,	1,	1,	1,	1,	1
2020031711.01.52.89,	1,	1,	1,	1,	1,	1,	1
2020031711.01.53.89,	1,	1,	1,	1,	1,	1,	1
2020031711.01.54.89,	1,	1,	1,	1,	1,	1,	1
2020031711.01.55.89,	1,	1,	1,	1,	1,	1,	1
2020031711.01.56.89,	1,	1,	1,	1,	1,	1,	1
2020031711.01.57.89,	1,	1,	1,	1,	1,	1,	1
2020031711.01.58.89,	1,	1,	1,	1,	1,	1,	1
2020031711.01.59.89,	1,	1,	1,	1,	1,	1,	1
2020031711.02.00.89,	1,	1,	1,	1,	1,	1,	1
2020031711.02.01.89,	1,	1,	1,	1,	1,	1,	1
2020031711.02.02.89,	1,	1,	1,	1,	1,	1,	1
2020031711.02.03.89,	1,	1,	1,	1,	1,	1,	1
2020031711.02.04.89,	1,	1,	1,	1,	1,	1,	1
2020031711.02.05.89,	1,	1,	1,	1,	1,	1,	1
2020031711.02.06.89,	1,	1,	1,	1,	1,	1,	1
2020031711.02.07.89,	1,	1,	1,	1,	1,	1,	1
2020031711.02.08.89,	1,	1,	1,	1,	1,	1,	1
2020031711.02.09.89,	1,	1,	1,	1,	1,	1,	1
2020031711.02.10.89,	1,	1,	1,	1,	1,	1,	1
2020031711.02.11.89,	1,	1,	1,	1,	1,	1,	1
2020031711.02.12.89,	1,	1,	1,	1,	1,	1,	1
2020031711.02.13.89,	1,	1,	1,	1,	1,	1,	1
2020031711.02.14.89,	1,	1,	1,	1,	1,	1,	1
2020031711.02.15.89,	1,	1,	1,	1,	1,	1,	1
2020031711.02.16.89,	1,	1,	1,	1,	1,	1,	1
2020031711.02.17.89,	1,	1,	1,	1,	1,	1,	1
2020031711.02.18.89,	1,	1,	1,	1,	1,	1,	1
2020031711.02.19.89,	1,	1,	1,	1,	1,	1,	1
2020031711.02.20.89,	1,	1,	1,	1,	1,	1,	1
2020031711.02.21.89,	1,	1,	1,	1,	1,	1,	1
2020031711.02.22.89,	1,	1,	1,	1,	1,	1,	1
2020031711.02.23.90,	1,	1,	1,	1,	1,	1,	1
2020031711.02.24.90,	1,	1,	1,	1,	1,	1,	1
2020031711.02.25.90,	1,	1,	1,	1,	1,	1,	1
2020031711.02.26.90,	1,	1,	1,	1,	1,	1,	1
2020031711.02.27.90,	1,	1,	1,	1,	1,	1,	1
2020031711.02.28.90,	1,	1,	1,	1,	1,	1,	1
2020031711.02.29.90,	1,	1,	1,	1,	1,	1,	1
2020031711.02.30.90,	1,	1,	1,	1,	1,	1,	1
2020031711.02.31.90,	1,	1,	1,	1,	1,	1,	1
2020031711.02.32.90,	1,	1,	1,	1,	1,	1,	1
2020031711.02.33.90,	1,	1,	1,	1,	1,	1,	1
2020031711.02.34.90,	1,	1,	1,	1,	1,	1,	1
2020031711.02.35.90,	1,	1,	1,	1,	1,	1,	1
2020031711.02.36.90,	1,	1,	1,	1,	1,	1,	1
2020031711.02.37.90,	1,	1,	1,	1,	1,	1,	1
2020031711.02.38.90,	1,	1,	1,	1,	1,	1,	1
2020031711.02.39.90,	1,	1,	1,	1,	1,	1,	1
2020031711.02.40.90,	1,	1,	1,	1,	1,	1,	1
2020031711.02.41.90,	1,	1,	1,	1,	0,	1,	1
2020031711.02.42.90,	1,	1,	1,	1,	1,	1,	1
2020031711.02.43.90,	1,	1,	1,	1,	1,	1,	1
2020031711.02.44.90,	1,	1,	1,	1,	1,	1,	1
2020031711.02.45.90,	1,	1,	1,	1,	1,	1,	1
2020031711.02.46.90,	1,	1,	1,	1,	1,	1,	1
2020031711.02.47.90,	1,	1,	1,	1,	1,	1,	1
2020031711.02.48.91,	1,	1,	1,	1,	1,	1,	1
2020031711.02.49.91,	1,	1,	1,	1,	1,	1,	1
2020031711.02.50.91,	1,	1,	1,	1,	1,	1,	1
2020031711.02.51.91,	1,	1,	1,	1,	1,	1,	1
2020031711.02.52.91,	1,	1,	1,	1,	1,	1,	1
2020031711.02.53.91,	1,	1,	1,	1,	1,	1,	1
2020031711.02.54.91,	1,	1,	1,	1,	1,	1,	1
2020031711.02.55.91,	1,	1,	1,	1,	1,	1,	1
2020031711.02.56.91,	1,	1,	1,	1,	1,	1,	1
2020031711.02.57.91,	1,	1,	1,	1,	1,	1,	1
2020031711.02.58.91,	1,	1,	1,	1,	1,	1,	1
2020031711.02.59.91,	1,	1,	1,	1,	1,	1,	1
2020031711.03.00.91,	1,	1,	1,	1,	1,	1,	1
2020031711.03.01.91,	1,	1,	1,	1,	1,	1,	1
2020031711.03.02.91,	1,	1,	1,	1,	1,	1,	1
2020031711.03.03.91,	1,	1,	1,	1,	1,	1,	1
2020031711.03.04.91,	1,	1,	1,	1,	1,	1,	1
2020031711.03.05.91,	1,	1,	1,	1,	1,	1,	1
2020031711.03.06.91,	1,	1,	1,	1,	1,	1,	1
2020031711.03.07.91,	1,	1,	1,	1,	1,	1,	1
2020031711.03.08.91,	1,	1,	1,	1,	1,	1,	1
2020031711.03.09.91,	1,	1,	1,	1,	1,	1,	1
2020031711.03.10.91,	1,	1,	1,	1,	1,	1,	1
2020031711.03.11.92,	1,	1,	1,	1,	1,	1,	1
2020031711.03.12.92,	1,	1,	1,	1,	1,	1,	1
2020031711.03.13.92,	1,	1,	1,	1,	1,	1,	1
2020031711.03.14.92,	1,	1,	1,	1,	1,	1,	1
2020031711.03.15.92,	1,	1,	1,	1,	1,	1,	1
2020031711.03.16.92,	1,	1,	1,	1,	1,	1,	1
2020031711.03.17.92,	1,	1,	1,	1,	1,	1,	1
2020031711.03.18.92,	1,	1,	1,	1,	1,	1,	1
2020031711.03.19.92,	1,	1,	1,	1,	1,	1,	1
2020031711.03.20.92,	1,	1,	1,	1,	1,	1,	1
2020031711.03.21.92,	1,	1,	1,	1,	1,	1,	1
2020031711.03.22.92,	1,	1,	1,	1,	1,	1,	1
2020031711.03.23.92,	1,	1,	1,	1,	1,	1,	1
2020031711.03.24.92,	1,	1,	1,	1,	1,	1,	1
2020031711.03.25.92,	1,	1,	1,	1,	1,	1,	1
2020031711.03.26.92,	1,	1,	1,	1,	1,	1,	1
2020031711.03.27.92,	1,	1,	1,	1,	1,	1,	1
2020031711.03.28.92,	1,	1,	1,	1,	1,	1,	1
2020031711.03.29.92,	1,	1,	1,	1,	1,	1,	1
2020031711.03.30.92,	1,	1,	1,	1,	1,	1,	1
2020031711.03.31.92,	1,	1,	1,	1,	1,	1,	1
2020031711.03.32.92,	1,	1,	1,	1,	1,	1,	1
2020031711.03.33.92,	1,	1,	1,	1,	1,	1,	1
2020031711.03.34.92,	1,	1,	1,	1,	1,	1,	1
2020031711.03.35.92,	1,	1,	1,	1,	1,	1,	1
2020031711.03.36.92,	1,	1,	1,	1,	1,	1,	1
2020031711.03.37.92,	1,	1,	1,	1,	1,	1,	1
2020031711.03.38.92,	1,	0,	1,	1,	0,	0,	1
2020031711.03.39.92,	1,	0,	1,	1,	0,	0,	1
2020031711.03.40.92,	1,	0,	1,	1,	0,	0,	1
2020031711.03.41.92,	1,	0,	1,	1,	0,	0,	1
2020031711.03.42.92,	1,	0,	1,	1,	0,	0,	0
2020031711.03.43.92,	0,	0,	0,	1,	0,	0,	0
2020031711.03.44.93,	0,	0,	0,	0,	0,	0,	0
2020031711.03.45.93,	0,	0,	0,	0,	0,	0,	0
2020031711.03.46.93,	0,	0,	0,	0,	0,	0,	0
2020031711.03.47.93,	0,	0,	0,	0,	0,	0,	0
2020031711.03.48.93,	0,	0,	0,	0,	0,	0,	0
2020031711.03.49.93,	0,	0,	0,	0,	0,	0,	0
2020031711.03.50.93,	0,	0,	0,	0,	0,	0,	0
2020031711.03.51.93,	0,	0,	0,	0,	0,	0,	0
2020031711.03.52.93,	0,	0,	0,	0,	0,	0,	0
2020031711.03.53.93,	0,	0,	0,	0,	0,	0,	0
2020031711.03.54.93,	0,	0,	0,	0,	0,	0,	0
2020031711.03.55.93,	0,	0,	0,	0,	0,	0,	0
2020031711.03.56.93,	0,	0,	0,	0,	0,	0,	0
2020031711.03.57.93,	0,	0,	0,	0,	0,	0,	0
2020031711.03.58.93,	0,	0,	0,	0,	0,	0,	0
2020031711.03.59.93,	0,	0,	0,	0,	0,	0,	0
2020031711.04.00.93,	0,	0,	0,	0,	0,	0,	0
2020031711.04.01.93,	0,	0,	0,	0,	0,	0,	0
2020031711.04.02.93,	0,	0,	0,	0,	0,	0,	0
2020031711.04.03.93,	0,	0,	0,	0,	0,	0,	0
2020031711.04.04.93,	0,	0,	0,	0,	0,	0,	0
2020031711.04.05.93,	0,	0,	0,	1,	0,	0,	0
2020031711.04.06.93,	0,	0,	0,	1,	0,	0,	0
2020031711.04.07.93,	0,	0,	0,	1,	0,	0,	0
2020031711.04.08.93,	1,	1,	1,	1,	1,	0,	1
2020031711.04.09.93,	1,	1,	1,	1,	1,	1,	1
2020031711.04.10.93,	1,	1,	1,	1,	1,	1,	1
2020031711.04.11.93,	1,	1,	1,	1,	1,	1,	1
2020031711.04.12.94,	1,	1,	1,	1,	1,	1,	1
2020031711.04.13.94,	1,	1,	1,	1,	1,	1,	1
2020031711.04.14.94,	1,	1,	1,	1,	1,	1,	1
2020031711.04.15.94,	1,	1,	1,	1,	1,	1,	1
2020031711.04.16.94,	1,	1,	1,	1,	1,	1,	1
2020031711.04.17.94,	1,	1,	1,	1,	1,	1,	1
2020031711.04.18.94,	1,	1,	1,	1,	1,	1,	1
2020031711.04.19.94,	1,	1,	1,	1,	1,	1,	1
2020031711.04.20.94,	1,	1,	1,	1,	1,	1,	1
2020031711.04.21.94,	1,	1,	1,	1,	1,	1,	1
2020031711.04.22.94,	1,	1,	1,	1,	1,	1,	1
2020031711.04.23.94,	1,	1,	1,	1,	1,	1,	1
2020031711.04.24.94,	1,	1,	1,	1,	1,	1,	1
2020031711.04.25.94,	1,	1,	1,	1,	1,	1,	1
2020031711.04.26.94,	1,	1,	1,	1,	1,	1,	1
2020031711.04.27.94,	1,	1,	1,	1,	1,	1,	1
2020031711.04.28.94,	1,	1,	1,	1,	1,	1,	1
2020031711.04.29.94,	1,	1,	1,	1,	1,	1,	1
2020031711.04.30.94,	1,	1,	1,	1,	1,	1,	1
2020031711.04.31.94,	1,	1,	1,	1,	1,	1,	1
2020031711.04.32.94,	1,	1,	1,	1,	1,	1,	1
2020031711.04.33.94,	1,	1,	1,	1,	1,	1,	1
2020031711.04.34.94,	1,	1,	1,	1,	1,	1,	1
2020031711.04.35.94,	1,	1,	1,	1,	1,	1,	1
2020031711.04.36.94,	1,	1,	1,	1,	1,	1,	1
2020031711.04.37.94,	1,	1,	1,	1,	1,	1,	1
2020031711.04.38.94,	1,	1,	1,	1,	1,	1,	1
2020031711.04.39.95,	1,	1,	1,	1,	1,	1,	1
2020031711.04.40.95,	1,	1,	1,	1,	1,	1,	1
2020031711.04.41.95,	1,	1,	1,	1,	1,	1,	1
2020031711.04.42.95,	1,	1,	1,	1,	1,	1,	1
2020031711.04.43.95,	1,	1,	1,	1,	1,	1,	1
2020031711.04.44.95,	1,	1,	1,	1,	1,	1,	1
2020031711.04.45.95,	1,	1,	1,	1,	1,	1,	1
2020031711.04.46.95,	1,	1,	1,	1,	1,	1,	1
2020031711.04.47.95,	1,	1,	1,	1,	1,	1,	1
2020031711.04.48.95,	1,	1,	1,	1,	1,	1,	1
2020031711.04.49.95,	1,	1,	1,	1,	1,	1,	1
2020031711.04.50.95,	1,	1,	1,	1,	1,	1,	1
2020031711.04.51.95,	1,	1,	1,	1,	1,	1,	1
2020031711.04.52.95,	1,	1,	1,	1,	1,	1,	1
2020031711.04.53.95,	1,	1,	1,	1,	1,	1,	1
2020031711.04.54.95,	1,	1,	1,	1,	1,	1,	1
2020031711.04.55.95,	1,	1,	1,	1,	1,	1,	1
2020031711.04.56.95,	1,	1,	1,	1,	1,	1,	1
2020031711.04.57.95,	1,	1,	1,	1,	1,	1,	1
2020031711.04.58.95,	1,	1,	1,	1,	1,	1,	1
2020031711.04.59.95,	1,	1,	1,	1,	1,	1,	1
2020031711.05.00.95,	1,	1,	1,	1,	1,	1,	1
2020031711.05.01.95,	1,	1,	1,	1,	1,	1,	1
2020031711.05.02.95,	1,	1,	1,	1,	1,	1,	1
2020031711.05.03.95,	1,	1,	1,	1,	1,	1,	1
2020031711.05.04.95,	1,	1,	1,	1,	1,	1,	1
2020031711.05.05.95,	1,	1,	1,	1,	1,	1,	1
2020031711.05.06.95,	1,	1,	1,	1,	1,	1,	1
2020031711.05.07.95,	1,	1,	1,	1,	1,	1,	1
2020031711.05.08.96,	1,	1,	1,	1,	1,	1,	1
2020031711.05.09.96,	1,	1,	1,	1,	1,	1,	1
2020031711.05.10.96,	1,	1,	1,	1,	1,	1,	1
2020031711.05.11.96,	1,	1,	1,	1,	1,	1,	1
2020031711.05.12.96,	1,	1,	1,	1,	1,	1,	1
2020031711.05.13.96,	1,	1,	1,	1,	1,	1,	1
2020031711.05.14.96,	1,	1,	1,	1,	1,	1,	1
2020031711.05.15.96,	1,	1,	1,	1,	1,	1,	1
2020031711.05.16.96,	1,	1,	1,	1,	1,	1,	1
2020031711.05.17.96,	1,	1,	1,	1,	1,	1,	1
2020031711.05.18.96,	1,	1,	1,	1,	1,	1,	1
2020031711.05.19.96,	1,	1,	1,	1,	1,	1,	1
2020031711.05.20.96,	1,	1,	1,	1,	1,	1,	1
2020031711.05.21.96,	1,	1,	1,	1,	1,	1,	1
2020031711.05.22.96,	1,	1,	1,	1,	1,	1,	1
2020031711.05.23.96,	1,	1,	1,	1,	1,	1,	1
2020031711.05.24.96,	1,	1,	1,	1,	1,	1,	1
2020031711.05.25.96,	1,	1,	1,	1,	1,	1,	1
2020031711.05.26.96,	1,	1,	1,	1,	1,	1,	1
2020031711.05.27.96,	1,	1,	1,	1,	1,	1,	1
2020031711.05.28.96,	1,	1,	1,	1,	1,	1,	1
2020031711.05.29.96,	1,	1,	1,	1,	1,	1,	1
2020031711.05.30.96,	1,	1,	1,	1,	1,	1,	1
2020031711.05.31.96,	1,	1,	1,	1,	1,	1,	1
2020031711.05.32.96,	1,	1,	1,	1,	1,	1,	1
2020031711.05.33.96,	1,	1,	1,	1,	1,	1,	1
2020031711.05.34.96,	1,	1,	1,	1,	1,	1,	1
2020031711.05.35.96,	1,	1,	1,	1,	1,	1,	1
2020031711.05.36.96,	1,	1,	1,	1,	1,	1,	1
2020031711.05.37.96,	1,	1,	1,	1,	1,	1,	1
2020031711.05.38.96,	1,	1,	1,	1,	0,	1,	1
2020031711.05.39.96,	1,	1,	1,	1,	0,	1,	1
2020031711.05.40.96,	1,	1,	1,	1,	0,	1,	1
2020031711.05.41.96,	1,	1,	1,	1,	0,	1,	1
2020031711.05.42.96,	1,	1,	1,	1,	0,	1,	1
2020031711.05.43.97,	1,	1,	1,	1,	0,	1,	1
2020031711.05.44.97,	0,	0,	1,	1,	0,	0,	0
2020031711.05.45.97,	0,	0,	1,	1,	0,	0,	0
2020031711.05.46.97,	0,	0,	0,	1,	0,	0,	0
2020031711.05.47.97,	0,	0,	0,	1,	0,	0,	0
2020031711.05.48.97,	0,	0,	0,	0,	0,	0,	0
2020031711.05.49.97,	0,	0,	0,	0,	0,	0,	0
2020031711.05.50.97,	0,	0,	0,	0,	0,	0,	0
2020031711.05.51.97,	0,	0,	0,	0,	0,	0,	0
2020031711.05.52.97,	0,	0,	0,	0,	0,	0,	0
2020031711.05.53.97,	0,	0,	0,	0,	0,	0,	0
2020031711.05.54.97,	0,	0,	0,	0,	0,	0,	0
2020031711.05.55.97,	0,	0,	0,	0,	0,	0,	0
2020031711.05.56.97,	0,	0,	0,	0,	0,	0,	0
2020031711.05.57.97,	0,	0,	0,	0,	0,	0,	0
2020031711.05.58.97,	0,	0,	0,	0,	0,	0,	0
2020031711.05.59.97,	0,	0,	0,	0,	0,	0,	0
2020031711.06.00.97,	0,	0,	0,	0,	0,	0,	0
2020031711.06.01.97,	0,	0,	0,	0,	0,	0,	0
2020031711.06.02.97,	0,	0,	0,	0,	0,	0,	0
2020031711.06.03.97,	0,	0,	0,	0,	0,	0,	0
2020031711.06.04.97,	0,	0,	0,	0,	0,	0,	0
2020031711.06.05.97,	0,	0,	0,	0,	0,	0,	0
2020031711.06.06.97,	0,	0,	0,	0,	0,	0,	0
2020031711.06.07.97,	0,	0,	0,	0,	0,	0,	0
2020031711.06.08.97,	0,	0,	0,	0,	0,	0,	0
2020031711.06.09.97,	0,	0,	0,	0,	0,	0,	0
2020031711.06.10.97,	0,	0,	0,	0,	0,	0,	0
2020031711.06.11.97,	0,	0,	0,	0,	0,	0,	0
2020031711.06.12.97,	0,	0,	0,	0,	0,	0,	0
2020031711.06.13.97,	0,	0,	0,	0,	0,	0,	0
2020031711.06.14.97,	0,	0,	0,	0,	0,	0,	0
2020031711.06.15.97,	0,	0,	0,	0,	0,	0,	0
2020031711.06.16.97,	0,	0,	0,	0,	0,	0,	0
2020031711.06.17.97,	0,	0,	0,	0,	0,	0,	0
2020031711.06.18.97,	0,	0,	0,	0,	0,	0,	0
2020031711.06.19.97,	0,	0,	0,	0,	0,	0,	0
2020031711.06.20.97,	0,	0,	0,	0,	0,	0,	0
2020031711.06.21.98,	0,	0,	0,	0,	0,	0,	0
2020031711.06.22.97,	0,	0,	0,	0,	0,	0,	0
2020031711.06.23.98,	0,	0,	0,	0,	0,	0,	0
2020031711.06.24.98,	0,	0,	0,	0,	0,	0,	0
2020031711.06.25.98,	0,	0,	0,	0,	0,	0,	0
2020031711.06.26.98,	0,	0,	0,	0,	0,	0,	0
2020031711.06.27.98,	0,	0,	0,	0,	0,	0,	0
2020031711.06.28.98,	0,	0,	0,	0,	0,	0,	0
2020031711.06.29.98,	0,	0,	0,	0,	0,	0,	0
2020031711.06.30.98,	0,	0,	0,	0,	0,	0,	0
2020031711.06.31.98,	0,	0,	0,	0,	0,	0,	0
2020031711.06.32.98,	0,	0,	0,	0,	0,	0,	0
2020031711.06.33.98,	0,	0,	0,	0,	0,	0,	0
2020031711.06.34.98,	0,	0,	0,	0,	0,	0,	0
2020031711.06.35.98,	0,	0,	0,	0,	0,	0,	0
2020031711.06.36.98,	0,	0,	0,	0,	0,	0,	0
2020031711.06.37.98,	0,	0,	0,	0,	0,	0,	0
2020031711.06.38.98,	0,	0,	0,	0,	0,	0,	0
2020031711.06.39.98,	0,	0,	0,	0,	0,	0,	0
2020031711.06.40.98,	0,	0,	0,	0,	0,	0,	0
2020031711.06.41.99,	0,	0,	0,	0,	0,	0,	0
2020031711.06.42.99,	0,	0,	0,	0,	0,	0,	0
2020031711.06.43.99,	0,	0,	0,	0,	0,	0,	0
2020031711.06.44.99,	0,	0,	0,	0,	0,	0,	0
2020031711.06.45.99,	0,	0,	0,	0,	0,	0,	0
2020031711.06.46.99,	0,	0,	0,	0,	0,	0,	0
2020031711.06.47.99,	0,	0,	0,	0,	0,	0,	0
2020031711.06.48.99,	0,	0,	0,	0,	0,	0,	0
2020031711.06.49.99,	0,	0,	0,	0,	0,	0,	0
2020031711.06.50.99,	0,	0,	0,	0,	0,	0,	0
2020031711.06.51.99,	0,	0,	0,	0,	0,	0,	0
2020031711.06.52.99,	0,	0,	0,	0,	0,	0,	0
2020031711.06.53.99,	0,	0,	0,	0,	0,	0,	0
2020031711.06.54.99,	0,	0,	0,	0,	0,	0,	0
2020031711.06.55.99,	0,	0,	0,	0,	0,	0,	0
2020031711.06.56.99,	0,	0,	0,	0,	0,	0,	0
2020031711.06.57.99,	0,	0,	0,	0,	0,	0,	0
2020031711.06.58.99,	0,	0,	0,	0,	0,	0,	0
2020031711.06.59.99,	0,	0,	0,	0,	0,	0,	0
2020031711.07.00.99,	0,	0,	0,	0,	0,	0,	0
2020031711.07.01.99,	0,	0,	0,	0,	0,	0,	0
2020031711.07.02.99,	0,	0,	0,	0,	0,	0,	0
2020031711.07.03.99,	0,	0,	0,	0,	0,	0,	0
2020031711.07.05.00,	0,	0,	0,	0,	0,	0,	0
2020031711.07.06.00,	0,	0,	0,	0,	0,	0,	0
2020031711.07.07.00,	0,	0,	0,	0,	0,	0,	0
2020031711.07.08.00,	0,	0,	0,	0,	0,	0,	0
2020031711.07.09.00,	0,	0,	0,	0,	0,	0,	0
2020031711.07.10.00,	0,	0,	0,	0,	0,	0,	0
2020031711.07.11.00,	0,	0,	0,	0,	0,	0,	0
2020031711.07.12.00,	0,	0,	0,	0,	0,	0,	0
2020031711.07.13.00,	0,	0,	0,	0,	0,	0,	0
2020031711.07.14.00,	0,	0,	0,	0,	0,	0,	0
2020031711.07.15.00,	0,	0,	0,	0,	0,	0,	0
2020031711.07.16.00,	0,	0,	0,	0,	0,	0,	0
2020031711.07.17.00,	0,	0,	0,	0,	0,	0,	0
2020031711.07.18.00,	0,	0,	0,	0,	0,	0,	0
2020031711.07.19.00,	0,	0,	0,	0,	0,	0,	0
2020031711.07.20.00,	0,	0,	0,	0,	0,	0,	0
2020031711.07.21.00,	0,	0,	0,	0,	0,	0,	0
2020031711.07.22.00,	0,	0,	0,	0,	0,	0,	0
2020031711.07.23.00,	0,	0,	0,	0,	0,	0,	0
2020031711.07.24.00,	0,	0,	0,	0,	0,	0,	0
2020031711.07.25.00,	0,	0,	0,	0,	0,	0,	0
2020031711.07.26.00,	0,	0,	0,	0,	0,	0,	0
2020031711.07.27.00,	0,	0,	0,	0,	0,	0,	0
2020031711.07.28.00,	0,	0,	0,	0,	0,	0,	0
2020031711.07.29.00,	0,	0,	0,	0,	0,	0,	0
2020031711.07.30.00,	0,	0,	0,	0,	0,	0,	0
2020031711.07.31.00,	0,	0,	0,	0,	0,	0,	0
2020031711.07.32.00,	0,	0,	0,	0,	0,	0,	0
2020031711.07.33.01,	0,	0,	0,	0,	0,	0,	0
2020031711.07.34.01,	0,	0,	0,	0,	0,	0,	0
2020031711.07.35.01,	0,	0,	0,	0,	0,	0,	0
2020031711.07.36.01,	0,	0,	0,	0,	0,	0,	0
2020031711.07.37.01,	0,	0,	0,	0,	0,	0,	0
2020031711.07.38.01,	0,	0,	0,	0,	0,	0,	0
2020031711.07.39.01,	0,	0,	0,	0,	0,	0,	0
2020031711.07.40.01,	0,	0,	0,	0,	0,	0,	0
