time,	Load0,	Load1,	Load2,	Load3,	Load4,	Load5,	Load6
2020032820.56.39.27,	1,	1,	1,	1,	1,	1,	1
2020032820.56.44.27,	1,	1,	1,	1,	1,	1,	1
2020032820.56.49.27,	1,	1,	1,	1,	1,	1,	1
2020032820.56.54.27,	1,	1,	1,	1,	1,	1,	1
2020032820.56.59.27,	1,	1,	1,	1,	1,	1,	1
2020032820.57.04.27,	1,	1,	1,	1,	1,	1,	1
2020032820.57.09.27,	1,	1,	1,	1,	1,	1,	1
2020032820.57.14.27,	1,	1,	1,	1,	1,	1,	1
2020032820.57.19.27,	1,	1,	1,	1,	1,	1,	1
2020032820.57.24.27,	1,	1,	1,	1,	1,	1,	1
2020032820.57.29.27,	1,	1,	1,	1,	1,	1,	1
2020032820.57.34.27,	1,	1,	1,	1,	1,	1,	1
2020032820.57.39.27,	1,	1,	1,	1,	1,	1,	1
2020032820.57.44.27,	1,	1,	1,	1,	1,	1,	1
2020032820.57.49.27,	1,	1,	1,	1,	1,	1,	1
2020032820.57.54.28,	1,	1,	1,	1,	1,	1,	1
2020032820.57.59.27,	1,	1,	1,	1,	1,	1,	1
2020032820.58.04.27,	1,	1,	1,	1,	1,	1,	1
2020032820.58.09.27,	1,	1,	1,	1,	1,	1,	1
2020032820.58.14.28,	1,	1,	1,	1,	1,	1,	1
2020032820.58.19.28,	1,	1,	1,	1,	1,	1,	1
2020032820.58.24.27,	1,	1,	1,	1,	1,	1,	1
2020032820.58.29.28,	1,	1,	1,	1,	1,	1,	1
2020032820.58.34.27,	1,	1,	1,	1,	1,	1,	1
2020032820.58.39.27,	1,	1,	1,	1,	1,	1,	1
2020032820.58.44.28,	1,	1,	1,	1,	1,	1,	1
2020032820.58.49.28,	1,	1,	1,	1,	1,	1,	1
2020032820.58.54.28,	1,	1,	1,	1,	1,	1,	1
2020032820.58.59.28,	1,	1,	1,	1,	1,	1,	1
2020032820.59.04.28,	1,	1,	1,	1,	1,	1,	1
2020032820.59.09.28,	1,	1,	1,	1,	1,	1,	1
2020032820.59.14.28,	1,	1,	1,	1,	1,	1,	1
2020032820.59.19.28,	1,	1,	1,	1,	1,	1,	1
2020032820.59.24.28,	1,	1,	1,	1,	1,	1,	1
2020032820.59.29.28,	1,	1,	1,	1,	1,	1,	1
2020032820.59.34.28,	1,	1,	1,	1,	1,	1,	1
2020032820.59.39.28,	1,	1,	1,	1,	1,	1,	1
2020032820.59.44.28,	1,	1,	1,	1,	1,	1,	1
2020032820.59.49.28,	1,	1,	1,	1,	1,	1,	1
2020032820.59.54.28,	1,	1,	1,	1,	1,	1,	1
2020032820.59.59.28,	1,	1,	1,	1,	1,	1,	1
2020032821.00.04.28,	1,	1,	1,	1,	1,	1,	1
2020032821.00.09.28,	1,	1,	1,	1,	1,	1,	1
2020032821.00.14.28,	1,	1,	1,	1,	1,	1,	1
