time,	Load0,	Load1,	Load2,	Load3,	Load4,	Load5,	Load6
2020032800.56.34.79,	0,	0,	0,	0,	0,	0,	0
2020032800.56.39.79,	0,	0,	0,	0,	0,	0,	0
2020032800.56.44.79,	0,	0,	0,	0,	0,	0,	0
2020032800.56.49.79,	0,	0,	0,	0,	0,	0,	0
2020032800.56.54.79,	0,	0,	0,	0,	0,	0,	0
2020032800.56.59.79,	0,	0,	0,	0,	0,	0,	0
2020032800.57.04.79,	0,	0,	0,	0,	0,	0,	0
2020032800.57.09.79,	0,	0,	0,	0,	0,	0,	0
2020032800.57.14.79,	0,	0,	0,	0,	0,	0,	0
2020032800.57.19.79,	0,	0,	0,	0,	0,	0,	0
2020032800.57.24.79,	0,	0,	0,	0,	0,	0,	0
2020032800.57.29.79,	0,	0,	0,	0,	0,	0,	0
2020032800.57.34.79,	0,	0,	0,	0,	0,	0,	0
2020032800.57.39.79,	0,	0,	0,	0,	0,	0,	0
2020032800.57.44.79,	0,	0,	0,	0,	0,	0,	0
2020032800.57.49.79,	0,	0,	0,	0,	0,	0,	0
2020032800.57.54.79,	0,	0,	0,	0,	0,	0,	0
2020032800.57.59.79,	0,	0,	0,	0,	0,	0,	0
2020032800.58.04.79,	0,	0,	0,	0,	0,	0,	0
2020032800.58.09.79,	0,	0,	0,	0,	0,	0,	0
2020032800.58.14.79,	0,	0,	0,	0,	0,	0,	0
2020032800.58.19.80,	0,	0,	0,	0,	0,	0,	0
2020032800.58.24.80,	0,	0,	0,	0,	0,	0,	0
2020032800.58.29.80,	0,	0,	0,	0,	0,	0,	0
2020032800.58.34.80,	0,	0,	0,	0,	0,	0,	0
2020032800.58.39.80,	0,	0,	0,	0,	0,	0,	0
2020032800.58.44.80,	0,	0,	0,	0,	0,	0,	0
2020032800.58.49.80,	0,	0,	0,	0,	0,	0,	0
2020032800.58.54.80,	0,	0,	0,	0,	0,	0,	0
2020032800.58.59.80,	0,	0,	0,	0,	0,	0,	0
2020032800.59.04.80,	0,	0,	0,	0,	0,	0,	0
2020032800.59.09.80,	0,	0,	0,	0,	0,	0,	0
2020032800.59.14.80,	0,	0,	0,	0,	0,	0,	0
2020032800.59.19.80,	0,	0,	0,	0,	0,	0,	0
2020032800.59.24.80,	0,	0,	0,	0,	0,	0,	0
2020032800.59.29.80,	0,	0,	0,	0,	0,	0,	0
2020032800.59.34.80,	0,	0,	0,	0,	0,	0,	0
2020032800.59.39.80,	0,	0,	0,	0,	0,	0,	0
2020032800.59.44.80,	0,	0,	0,	0,	0,	0,	0
2020032800.59.49.80,	0,	0,	0,	0,	0,	0,	0
2020032800.59.54.80,	0,	0,	0,	0,	0,	0,	0
2020032800.59.59.80,	0,	0,	0,	0,	0,	0,	0
2020032801.00.04.80,	0,	0,	0,	0,	0,	0,	0
2020032801.00.09.80,	0,	0,	0,	0,	0,	0,	0
2020032801.00.14.80,	0,	0,	0,	0,	0,	0,	0
2020032801.00.19.80,	0,	0,	0,	0,	0,	0,	0
2020032801.00.24.81,	0,	0,	0,	0,	0,	0,	0
2020032801.00.29.81,	0,	0,	0,	0,	0,	0,	0
2020032801.00.34.81,	0,	0,	0,	0,	0,	0,	0
2020032801.00.39.81,	0,	0,	0,	0,	0,	0,	0
2020032801.00.44.81,	0,	0,	0,	0,	0,	0,	0
2020032801.00.49.81,	0,	0,	0,	0,	0,	0,	0
2020032801.00.54.81,	0,	0,	0,	0,	0,	0,	0
2020032801.00.59.81,	0,	0,	0,	0,	0,	0,	0
2020032801.01.04.81,	0,	0,	0,	0,	0,	0,	0
2020032801.01.09.81,	0,	0,	0,	0,	0,	0,	0
2020032801.01.14.81,	0,	0,	0,	0,	0,	0,	0
2020032801.01.19.81,	0,	0,	0,	0,	0,	0,	0
2020032801.01.24.81,	0,	0,	0,	0,	0,	0,	0
2020032801.01.29.81,	0,	0,	0,	0,	0,	0,	0
2020032801.01.34.81,	0,	0,	0,	0,	0,	0,	0
2020032801.01.39.81,	0,	0,	0,	0,	0,	0,	0
2020032801.01.44.81,	0,	0,	0,	0,	0,	0,	0
2020032801.01.49.81,	0,	0,	0,	0,	0,	0,	0
2020032801.01.54.81,	0,	0,	0,	0,	0,	0,	0
2020032801.01.59.81,	0,	0,	0,	0,	0,	0,	0
2020032801.02.04.81,	0,	0,	0,	0,	0,	0,	0
2020032801.02.09.81,	0,	0,	0,	0,	0,	0,	0
2020032801.02.14.81,	0,	0,	0,	0,	0,	0,	0
2020032801.02.19.81,	0,	0,	0,	0,	0,	0,	0
2020032801.02.24.81,	0,	0,	0,	0,	0,	0,	0
2020032801.02.29.81,	0,	0,	0,	0,	0,	0,	0
2020032801.02.34.81,	0,	0,	0,	0,	0,	0,	0
2020032801.02.39.81,	0,	0,	0,	0,	0,	0,	0
2020032801.02.44.81,	0,	0,	0,	0,	0,	0,	0
2020032801.02.49.81,	0,	0,	0,	0,	0,	0,	0
2020032801.02.54.81,	0,	0,	0,	0,	0,	0,	0
2020032801.02.59.81,	0,	0,	0,	0,	0,	0,	0
2020032801.03.04.82,	0,	0,	0,	0,	0,	0,	0
2020032801.03.09.82,	0,	0,	0,	0,	0,	0,	0
2020032801.03.14.82,	0,	0,	0,	0,	0,	0,	0
