time,"	Load0","	Load1","	Load2","	Load3","	Load4","	Load5","	Load6"
2020033012.08.16.41,"	1","	1","	1","	1","	1","	1","	1"
2020033012.08.21.41,"	1","	1","	1","	1","	1","	1","	1"
2020033012.08.26.41,"	1","	1","	1","	1","	1","	1","	1"
2020033012.08.31.41,"	1","	1","	1","	1","	1","	1","	1"
2020033012.08.36.41,"	1","	1","	1","	1","	1","	1","	1"
2020033012.08.41.41,"	1","	1","	1","	1","	1","	1","	1"
2020033012.08.46.41,"	1","	1","	1","	1","	1","	1","	1"
2020033012.08.51.41,"	1","	1","	1","	1","	1","	1","	1"
2020033012.08.56.41,"	1","	1","	1","	1","	1","	1","	1"
2020033012.09.01.41,"	1","	1","	1","	1","	1","	1","	1"
2020033012.09.06.41,"	1","	1","	1","	1","	1","	1","	1"
2020033012.09.11.42,"	1","	1","	1","	1","	1","	1","	1"
2020033012.09.16.42,"	1","	1","	1","	1","	1","	1","	1"
2020033012.09.21.42,"	1","	1","	1","	1","	1","	1","	1"
2020033012.09.26.42,"	1","	1","	1","	1","	1","	1","	1"
2020033012.09.31.42,"	1","	1","	1","	1","	1","	1","	1"
2020033012.09.36.42,"	1","	1","	1","	1","	1","	1","	1"
2020033012.09.41.42,"	1","	1","	1","	1","	1","	1","	1"
2020033012.09.46.42,"	1","	1","	1","	1","	1","	1","	1"
2020033012.09.51.42,"	1","	1","	1","	1","	1","	1","	1"
2020033012.09.56.42,"	1","	1","	1","	1","	1","	1","	1"
2020033012.10.01.42,"	1","	1","	1","	1","	1","	1","	1"
2020033012.10.06.42,"	1","	1","	1","	1","	1","	1","	1"
2020033012.10.11.42,"	1","	1","	1","	1","	1","	1","	1"
2020033012.10.16.42,"	1","	1","	1","	1","	1","	1","	1"
2020033012.10.21.42,"	1","	1","	1","	1","	1","	1","	1"
2020033012.10.26.42,"	1","	1","	1","	1","	1","	1","	1"
2020033012.10.31.42,"	1","	1","	1","	1","	1","	1","	1"
2020033012.10.36.42,"	1","	1","	1","	1","	1","	1","	1"
2020033012.10.41.42,"	1","	1","	1","	1","	1","	1","	1"
2020033012.10.46.42,"	1","	1","	1","	1","	1","	1","	1"
2020033012.10.51.42,"	1","	1","	1","	1","	1","	1","	1"
2020033012.10.56.42,"	1","	1","	1","	1","	1","	1","	1"
2020033012.11.01.42,"	1","	1","	1","	1","	1","	1","	1"
2020033012.11.06.42,"	1","	1","	1","	1","	1","	1","	1"
2020033012.11.11.42,"	1","	1","	1","	1","	1","	1","	1"
2020033012.11.16.42,"	1","	1","	1","	1","	1","	1","	1"
2020033012.11.21.42,"	1","	1","	1","	1","	1","	1","	1"
2020033012.11.26.42,"	1","	1","	1","	1","	1","	1","	1"
2020033012.11.31.42,"	1","	1","	1","	1","	1","	1","	1"
2020033012.11.36.42,"	1","	1","	1","	1","	1","	1","	1"
2020033012.11.41.43,"	1","	1","	1","	1","	1","	1","	1"
2020033012.11.46.43,"	1","	1","	1","	1","	1","	1","	1"
2020033012.11.51.43,"	1","	1","	1","	1","	1","	1","	1"
2020033012.11.56.43,"	1","	1","	1","	1","	1","	1","	1"
2020033012.12.01.43,"	1","	1","	1","	1","	1","	1","	1"
2020033012.12.06.43,"	1","	1","	1","	1","	1","	1","	1"
2020033012.12.11.43,"	1","	1","	1","	1","	1","	1","	1"
2020033012.12.16.43,"	1","	1","	1","	1","	1","	1","	1"
2020033012.12.21.43,"	1","	1","	1","	1","	1","	1","	1"
2020033012.12.26.43,"	1","	1","	1","	1","	1","	1","	1"
2020033012.12.31.43,"	1","	1","	1","	1","	1","	1","	1"
2020033012.12.36.43,"	1","	1","	1","	1","	1","	1","	1"
2020033012.12.41.43,"	1","	1","	1","	1","	1","	1","	1"
2020033012.12.46.43,"	1","	1","	1","	1","	1","	1","	1"
2020033012.12.51.43,"	1","	1","	1","	1","	1","	1","	1"
2020033012.12.56.43,"	1","	1","	1","	1","	1","	1","	1"
2020033012.13.01.43,"	1","	1","	1","	1","	1","	1","	1"
2020033012.13.06.43,"	1","	1","	1","	1","	1","	1","	1"
2020033012.13.11.43,"	1","	1","	1","	1","	1","	1","	1"
2020033012.13.16.43,"	1","	1","	1","	1","	1","	1","	1"
2020033012.13.21.43,"	1","	1","	1","	1","	1","	1","	1"
2020033012.13.26.43,"	1","	1","	1","	1","	1","	1","	1"
2020033012.13.31.43,"	1","	1","	1","	1","	1","	1","	1"
2020033012.13.36.43,"	1","	1","	1","	1","	1","	1","	1"
2020033012.13.41.43,"	1","	1","	1","	1","	1","	1","	1"
2020033012.13.46.44,"	1","	1","	1","	1","	1","	1","	1"
2020033012.13.51.44,"	1","	1","	1","	1","	1","	1","	1"
2020033012.13.56.44,"	1","	1","	1","	1","	1","	1","	1"
2020033012.14.01.44,"	1","	1","	1","	1","	1","	1","	1"
2020033012.14.06.44,"	1","	1","	1","	1","	1","	1","	1"
2020033012.14.11.44,"	1","	1","	1","	1","	1","	1","	1"
2020033012.14.16.44,"	1","	1","	1","	1","	1","	1","	1"
2020033012.14.21.44,"	1","	1","	1","	1","	1","	1","	1"
2020033012.14.26.44,"	1","	1","	1","	1","	1","	1","	1"
2020033012.14.31.44,"	1","	1","	1","	1","	1","	1","	1"
2020033012.14.36.44,"	1","	1","	1","	1","	1","	1","	1"
2020033012.14.41.44,"	1","	1","	1","	1","	1","	1","	1"
2020033012.14.46.44,"	1","	1","	1","	1","	1","	1","	1"
2020033012.14.51.44,"	1","	1","	1","	1","	1","	1","	1"
2020033012.14.56.44,"	1","	1","	1","	1","	1","	1","	1"
2020033012.15.01.44,"	1","	1","	1","	1","	1","	1","	1"
2020033012.15.06.44,"	1","	1","	1","	1","	1","	1","	1"
2020033012.15.11.44,"	1","	1","	1","	1","	1","	1","	1"
2020033012.15.16.44,"	1","	1","	1","	1","	1","	1","	1"
2020033012.15.21.44,"	1","	1","	1","	1","	1","	1","	1"
2020033012.15.26.44,"	1","	1","	1","	1","	1","	1","	1"
2020033012.15.31.44,"	1","	1","	1","	1","	1","	1","	1"
2020033012.15.36.44,"	1","	1","	1","	1","	1","	1","	1"
2020033012.15.41.44,"	1","	1","	1","	1","	1","	1","	1"
2020033012.15.46.44,"	1","	1","	1","	1","	1","	1","	1"
2020033012.15.51.44,"	1","	1","	1","	1","	1","	1","	1"
2020033012.15.56.44,"	1","	1","	1","	1","	1","	1","	1"
2020033012.16.01.44,"	1","	1","	1","	1","	1","	1","	1"
2020033012.16.06.44,"	1","	1","	1","	1","	1","	1","	1"
2020033012.16.11.44,"	1","	1","	1","	1","	1","	1","	1"
2020033012.16.16.44,"	1","	1","	1","	1","	1","	1","	1"
2020033012.16.21.44,"	1","	1","	1","	1","	1","	1","	1"
2020033012.16.26.44,"	1","	1","	1","	1","	1","	1","	1"
2020033012.16.31.44,"	1","	1","	1","	1","	1","	1","	1"
2020033012.16.36.45,"	1","	1","	1","	1","	1","	1","	1"
2020033012.16.41.45,"	1","	1","	1","	1","	1","	1","	1"
2020033012.16.46.45,"	1","	1","	1","	1","	1","	1","	1"
2020033012.16.51.45,"	1","	1","	1","	1","	1","	1","	1"
2020033012.16.56.45,"	1","	1","	1","	1","	1","	1","	1"
2020033012.17.01.45,"	1","	1","	1","	1","	1","	1","	1"
2020033012.17.06.45,"	1","	1","	1","	1","	1","	1","	1"
2020033012.17.11.45,"	1","	1","	1","	1","	1","	1","	1"
2020033012.17.16.45,"	1","	1","	1","	1","	1","	1","	1"
2020033012.17.21.45,"	1","	1","	1","	1","	1","	1","	1"
2020033012.17.26.46,"	1","	1","	1","	1","	1","	1","	1"
2020033012.17.31.46,"	1","	1","	1","	1","	1","	1","	1"
2020033012.17.36.46,"	1","	1","	1","	1","	1","	1","	1"
2020033012.17.41.46,"	1","	1","	1","	1","	1","	1","	1"
2020033012.17.46.46,"	1","	1","	1","	1","	1","	1","	1"
2020033012.17.51.46,"	1","	1","	1","	1","	1","	1","	1"
2020033012.17.56.46,"	1","	1","	1","	1","	1","	1","	1"
2020033012.18.01.46,"	1","	1","	1","	1","	1","	1","	1"
2020033012.18.06.46,"	1","	1","	1","	1","	1","	1","	1"
2020033012.18.11.46,"	1","	1","	1","	1","	1","	1","	1"
2020033012.18.16.46,"	1","	1","	1","	1","	1","	1","	1"
2020033012.18.21.46,"	1","	1","	1","	1","	1","	1","	1"
2020033012.18.26.46,"	1","	1","	1","	1","	1","	1","	1"
2020033012.18.31.46,"	1","	1","	1","	1","	1","	1","	1"
2020033012.18.36.46,"	1","	1","	1","	1","	1","	1","	1"
2020033012.18.41.46,"	1","	1","	1","	1","	1","	1","	1"
2020033012.18.46.46,"	1","	1","	1","	1","	1","	1","	1"
2020033012.18.51.46,"	1","	1","	1","	1","	1","	1","	1"
2020033012.18.56.46,"	1","	1","	1","	1","	1","	1","	1"
2020033012.19.01.46,"	1","	1","	1","	1","	1","	1","	1"
2020033012.19.06.46,"	1","	1","	1","	1","	1","	1","	1"
2020033012.19.11.46,"	1","	1","	1","	1","	1","	1","	1"
2020033012.19.16.46,"	1","	1","	1","	1","	1","	1","	1"
2020033012.19.21.47,"	1","	1","	1","	1","	1","	1","	1"
2020033012.19.26.47,"	1","	1","	1","	1","	1","	1","	1"
2020033012.19.31.47,"	1","	1","	1","	1","	1","	1","	1"
2020033012.19.36.47,"	1","	1","	1","	1","	1","	1","	1"
2020033012.19.41.47,"	1","	1","	1","	1","	1","	1","	1"
2020033012.19.46.47,"	1","	1","	1","	1","	1","	1","	1"
2020033012.19.51.47,"	1","	1","	1","	1","	1","	1","	1"
2020033012.19.56.47,"	1","	1","	1","	1","	1","	1","	1"
2020033012.20.01.47,"	1","	1","	1","	1","	1","	1","	1"
2020033012.20.06.47,"	1","	1","	1","	1","	1","	1","	1"
2020033012.20.11.47,"	1","	1","	1","	1","	1","	1","	1"
2020033012.20.16.47,"	1","	1","	1","	1","	1","	1","	1"
2020033012.20.21.47,"	1","	1","	1","	1","	1","	1","	1"
2020033012.20.26.47,"	1","	1","	1","	1","	1","	1","	1"
2020033012.20.31.47,"	1","	1","	1","	1","	1","	1","	1"
2020033012.20.36.47,"	1","	1","	1","	1","	1","	1","	1"
2020033012.20.41.47,"	1","	1","	1","	1","	1","	1","	1"
2020033012.20.46.47,"	1","	1","	1","	1","	1","	1","	1"
2020033012.20.51.47,"	1","	1","	1","	1","	1","	1","	1"
2020033012.20.56.47,"	1","	1","	1","	1","	1","	1","	1"
2020033012.21.01.47,"	1","	1","	1","	1","	1","	1","	1"
2020033012.21.06.47,"	1","	1","	1","	1","	1","	1","	1"
2020033012.21.11.47,"	1","	1","	1","	1","	1","	1","	1"
2020033012.21.16.47,"	1","	1","	1","	1","	1","	1","	1"
2020033012.21.21.47,"	1","	1","	1","	1","	1","	1","	1"
2020033012.21.26.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.21.31.47,"	1","	1","	1","	1","	1","	1","	1"
2020033012.21.36.47,"	1","	1","	1","	1","	1","	1","	1"
2020033012.21.41.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.21.46.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.21.51.47,"	1","	1","	1","	1","	1","	1","	1"
2020033012.21.56.47,"	1","	1","	1","	1","	1","	1","	1"
2020033012.22.01.47,"	1","	1","	1","	1","	1","	1","	1"
2020033012.22.06.47,"	1","	1","	1","	1","	1","	1","	1"
2020033012.22.11.47,"	1","	1","	1","	1","	1","	1","	1"
2020033012.22.16.47,"	1","	1","	1","	1","	1","	1","	1"
2020033012.22.21.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.22.26.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.22.31.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.22.36.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.22.41.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.22.46.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.22.51.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.22.56.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.23.01.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.23.06.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.23.11.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.23.16.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.23.21.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.23.26.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.23.31.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.23.36.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.23.41.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.23.46.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.23.51.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.23.56.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.24.01.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.24.06.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.24.11.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.24.16.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.24.21.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.24.26.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.24.31.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.24.36.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.24.41.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.24.46.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.24.51.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.24.56.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.25.01.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.25.06.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.25.11.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.25.16.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.25.21.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.25.26.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.25.31.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.25.36.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.25.41.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.25.46.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.25.51.49,"	1","	1","	1","	1","	1","	1","	1"
2020033012.25.56.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.26.01.49,"	1","	1","	1","	1","	1","	1","	1"
2020033012.26.06.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.26.11.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.26.16.48,"	1","	1","	1","	1","	1","	1","	1"
2020033012.26.21.49,"	1","	1","	1","	1","	1","	1","	1"
2020033012.26.26.49,"	1","	1","	1","	1","	1","	1","	1"
2020033012.26.31.49,"	1","	1","	1","	1","	1","	1","	1"
2020033012.26.36.49,"	1","	1","	1","	1","	1","	1","	1"
2020033012.26.41.49,"	1","	1","	1","	1","	1","	1","	1"
2020033012.26.46.49,"	1","	1","	1","	1","	1","	1","	1"
2020033012.26.51.49,"	1","	1","	1","	1","	1","	1","	1"
2020033012.26.56.49,"	1","	1","	1","	1","	1","	1","	1"
2020033012.27.01.49,"	1","	1","	1","	1","	1","	1","	1"
2020033012.27.06.49,"	1","	1","	1","	1","	1","	1","	1"
2020033012.27.11.49,"	1","	1","	1","	1","	1","	1","	1"
2020033012.27.16.49,"	1","	1","	1","	1","	1","	1","	1"
2020033012.27.21.49,"	1","	1","	1","	1","	1","	1","	1"
2020033012.27.26.49,"	1","	1","	1","	1","	1","	1","	1"
2020033012.27.31.49,"	1","	1","	1","	1","	1","	1","	1"
2020033012.27.36.49,"	1","	1","	1","	1","	1","	1","	1"
2020033012.27.41.49,"	1","	1","	1","	1","	1","	1","	1"
2020033012.27.46.49,"	1","	1","	1","	1","	1","	1","	1"
2020033012.27.51.49,"	1","	1","	1","	1","	1","	1","	1"
2020033012.27.56.49,"	1","	1","	1","	1","	1","	1","	1"
2020033012.28.01.49,"	1","	1","	1","	1","	1","	1","	1"
2020033012.28.06.49,"	1","	1","	1","	1","	1","	1","	1"
2020033012.28.11.50,"	1","	1","	1","	1","	1","	1","	1"
2020033012.28.16.50,"	1","	1","	1","	1","	1","	1","	1"
2020033012.28.21.50,"	1","	1","	1","	1","	1","	1","	1"
2020033012.28.26.50,"	1","	1","	1","	1","	1","	1","	1"
2020033012.28.31.50,"	1","	1","	1","	1","	1","	1","	1"
2020033012.28.36.50,"	1","	1","	1","	1","	1","	1","	1"
2020033012.28.41.50,"	1","	1","	1","	1","	1","	1","	1"
2020033012.28.46.50,"	1","	1","	1","	1","	1","	1","	1"
2020033012.28.51.50,"	1","	1","	1","	1","	1","	1","	1"
2020033012.28.56.50,"	1","	1","	1","	1","	1","	1","	1"
2020033012.29.01.50,"	1","	1","	1","	1","	1","	1","	1"
2020033012.29.06.50,"	1","	1","	1","	1","	1","	1","	1"
2020033012.29.11.50,"	1","	1","	1","	1","	1","	1","	1"
2020033012.29.16.50,"	1","	1","	1","	1","	1","	1","	1"
2020033012.29.21.50,"	1","	1","	1","	1","	1","	1","	1"
2020033012.29.26.50,"	1","	1","	1","	1","	1","	1","	1"
2020033012.29.31.50,"	1","	1","	1","	1","	1","	1","	1"
2020033012.29.36.50,"	1","	1","	1","	1","	1","	1","	1"
2020033012.29.41.50,"	1","	1","	1","	1","	1","	1","	1"
2020033012.29.46.50,"	1","	1","	1","	1","	1","	1","	1"
2020033012.29.51.50,"	1","	1","	1","	1","	1","	1","	1"
2020033012.29.56.50,"	1","	1","	1","	1","	1","	1","	1"
2020033012.30.01.50,"	1","	1","	1","	1","	1","	1","	1"
2020033012.30.06.51,"	1","	1","	1","	1","	1","	1","	1"
2020033012.30.11.51,"	1","	1","	1","	1","	1","	1","	1"
2020033012.30.16.51,"	1","	1","	1","	1","	1","	1","	1"
2020033012.30.21.51,"	1","	1","	1","	1","	1","	1","	1"
2020033012.30.26.51,"	1","	1","	1","	1","	1","	1","	1"
2020033012.30.31.51,"	1","	1","	1","	1","	1","	1","	1"
2020033012.30.36.51,"	1","	1","	1","	1","	1","	1","	1"
2020033012.30.41.51,"	1","	1","	1","	1","	1","	1","	1"
2020033012.30.46.51,"	1","	1","	1","	1","	1","	1","	1"
2020033012.30.51.51,"	1","	1","	1","	1","	1","	1","	1"
2020033012.30.56.51,"	1","	1","	1","	1","	1","	1","	1"
2020033012.31.01.51,"	1","	1","	1","	1","	1","	1","	1"
2020033012.31.06.51,"	1","	1","	1","	1","	1","	1","	1"
2020033012.31.11.51,"	1","	1","	1","	1","	1","	1","	1"
2020033012.31.16.51,"	1","	1","	1","	1","	1","	1","	1"
2020033012.31.21.51,"	1","	1","	1","	1","	1","	1","	1"
2020033012.31.26.51,"	1","	1","	1","	1","	1","	1","	1"
2020033012.31.31.51,"	1","	1","	1","	1","	1","	1","	1"
2020033012.31.36.51,"	1","	1","	1","	1","	1","	1","	1"
2020033012.31.41.51,"	1","	1","	1","	1","	1","	1","	1"
2020033012.31.46.51,"	1","	1","	1","	1","	1","	1","	1"
2020033012.31.51.51,"	1","	1","	1","	1","	1","	1","	1"
2020033012.31.56.51,"	1","	1","	1","	1","	1","	1","	1"
2020033012.32.01.51,"	1","	1","	1","	1","	1","	1","	1"
2020033012.32.06.51,"	1","	1","	1","	1","	1","	1","	1"
2020033012.32.11.51,"	1","	1","	1","	1","	1","	1","	1"
2020033012.32.16.51,"	1","	1","	1","	1","	1","	1","	1"
2020033012.32.21.51,"	1","	1","	1","	1","	1","	1","	1"
2020033012.32.26.51,"	1","	1","	1","	1","	1","	1","	1"
2020033012.32.31.51,"	1","	1","	1","	1","	1","	1","	1"
2020033012.32.36.51,"	1","	1","	1","	1","	1","	1","	1"
2020033012.32.41.51,"	1","	1","	1","	1","	1","	1","	1"
2020033012.32.46.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.32.51.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.32.56.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.33.01.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.33.06.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.33.11.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.33.16.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.33.21.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.33.26.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.33.31.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.33.36.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.33.41.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.33.46.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.33.51.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.33.56.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.34.01.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.34.06.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.34.11.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.34.16.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.34.21.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.34.26.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.34.31.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.34.36.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.34.41.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.34.46.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.34.51.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.34.56.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.35.01.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.35.06.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.35.11.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.35.16.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.35.21.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.35.26.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.35.31.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.35.36.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.35.41.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.35.46.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.35.51.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.35.56.53,"	1","	1","	1","	1","	1","	1","	1"
2020033012.36.01.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.36.06.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.36.11.53,"	1","	1","	1","	1","	1","	1","	1"
2020033012.36.16.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.36.21.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.36.26.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.36.31.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.36.36.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.36.41.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.36.46.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.36.51.52,"	1","	1","	1","	1","	1","	1","	1"
2020033012.36.56.53,"	1","	1","	1","	1","	1","	1","	1"
2020033012.37.01.53,"	1","	1","	1","	1","	1","	1","	1"
2020033012.37.06.53,"	1","	1","	1","	1","	1","	1","	1"
2020033012.37.11.53,"	1","	1","	1","	1","	1","	1","	1"
2020033012.37.16.53,"	1","	1","	1","	1","	1","	1","	1"
2020033012.37.21.53,"	1","	1","	1","	1","	1","	1","	1"
2020033012.37.26.53,"	1","	1","	1","	1","	1","	1","	1"
2020033012.37.31.53,"	1","	1","	1","	1","	1","	1","	1"
2020033012.37.36.53,"	1","	1","	1","	1","	1","	1","	1"
2020033012.37.41.53,"	1","	1","	1","	1","	1","	1","	1"
2020033012.37.46.53,"	1","	1","	1","	1","	1","	1","	1"
2020033012.37.51.53,"	1","	1","	1","	1","	1","	1","	1"
2020033012.37.56.53,"	1","	1","	1","	1","	1","	1","	1"
2020033012.38.01.53,"	1","	1","	1","	1","	1","	1","	1"
2020033012.38.06.53,"	1","	1","	1","	1","	1","	1","	1"
2020033012.38.11.53,"	1","	1","	1","	1","	1","	1","	1"
2020033012.38.16.53,"	1","	1","	1","	1","	1","	1","	1"
2020033012.38.21.53,"	1","	1","	1","	1","	1","	1","	1"
2020033012.38.26.53,"	1","	1","	1","	1","	1","	1","	1"
2020033012.38.31.53,"	1","	1","	1","	1","	1","	1","	1"
2020033012.38.36.53,"	1","	1","	1","	1","	1","	1","	1"
2020033012.38.41.53,"	1","	1","	1","	1","	1","	1","	1"
2020033012.38.46.53,"	1","	1","	1","	1","	1","	1","	1"
2020033012.38.51.53,"	1","	1","	1","	1","	1","	1","	1"
2020033012.38.56.53,"	1","	1","	1","	1","	1","	1","	1"
2020033012.39.01.54,"	1","	1","	1","	1","	1","	1","	1"
2020033012.39.06.54,"	1","	1","	1","	1","	1","	1","	1"
2020033012.39.11.54,"	1","	1","	1","	1","	1","	1","	1"
2020033012.39.16.54,"	1","	1","	1","	1","	1","	1","	1"
2020033012.39.21.54,"	1","	1","	1","	1","	1","	1","	1"
2020033012.39.26.54,"	1","	1","	1","	1","	1","	1","	1"
2020033012.39.31.54,"	1","	1","	1","	1","	1","	1","	1"
2020033012.39.36.54,"	1","	1","	1","	1","	1","	1","	1"
2020033012.39.41.54,"	1","	1","	1","	1","	1","	1","	1"
2020033012.39.46.54,"	1","	1","	1","	1","	1","	1","	1"
2020033012.39.51.54,"	1","	1","	1","	1","	1","	1","	1"
2020033012.39.56.54,"	1","	1","	1","	1","	1","	1","	1"
2020033012.40.01.54,"	1","	1","	1","	1","	1","	1","	1"
2020033012.40.06.54,"	1","	1","	1","	1","	1","	1","	1"
2020033012.40.11.54,"	1","	1","	1","	1","	1","	1","	1"
2020033012.40.16.54,"	1","	1","	1","	1","	1","	1","	1"
2020033012.40.21.54,"	1","	1","	1","	1","	1","	1","	1"
2020033012.40.26.54,"	1","	1","	1","	1","	1","	1","	1"
2020033012.40.31.55,"	1","	1","	1","	1","	1","	1","	1"
2020033012.40.36.55,"	1","	1","	1","	1","	1","	1","	1"
2020033012.40.41.55,"	1","	1","	1","	1","	1","	1","	1"
2020033012.40.46.55,"	1","	1","	1","	1","	1","	1","	1"
2020033012.40.51.55,"	1","	1","	1","	1","	1","	1","	1"
2020033012.40.56.55,"	1","	1","	1","	1","	1","	1","	1"
2020033012.41.01.55,"	1","	1","	1","	1","	1","	1","	1"
2020033012.41.06.55,"	1","	1","	1","	1","	1","	1","	1"
2020033012.41.11.55,"	1","	1","	1","	1","	1","	1","	1"
2020033012.41.16.55,"	1","	1","	1","	1","	1","	1","	1"
2020033012.41.21.55,"	1","	1","	1","	1","	1","	1","	1"
2020033012.41.26.55,"	1","	1","	1","	1","	1","	1","	1"
2020033012.41.31.55,"	1","	1","	1","	1","	1","	1","	1"
2020033012.41.36.55,"	1","	1","	1","	1","	1","	1","	1"
2020033012.41.41.55,"	1","	1","	1","	1","	1","	1","	1"
2020033012.41.46.55,"	1","	1","	1","	1","	1","	1","	1"
2020033012.41.51.55,"	1","	1","	1","	1","	1","	1","	1"
2020033012.41.56.55,"	1","	1","	1","	1","	1","	1","	1"
2020033012.42.01.55,"	1","	1","	1","	1","	1","	1","	1"
2020033012.42.06.55,"	1","	1","	1","	1","	1","	1","	1"
2020033012.42.11.55,"	1","	1","	1","	1","	1","	1","	1"
2020033012.42.16.55,"	1","	1","	1","	1","	1","	1","	1"
2020033012.42.21.55,"	1","	1","	1","	1","	1","	1","	1"
