time,	Load0,	Load1,	Load2,	Load3,	Load4,	Load5,	Load6
2020032304.21.45.73,	0,	0,	0,	0,	0,	0,	0
2020032304.21.50.73,	0,	0,	0,	0,	0,	0,	0
2020032304.21.55.73,	0,	0,	0,	0,	0,	0,	0
2020032304.22.00.73,	0,	0,	0,	0,	0,	0,	0
2020032304.22.05.73,	0,	0,	0,	0,	0,	0,	0
2020032304.22.10.73,	0,	0,	0,	0,	0,	0,	0
2020032304.22.15.73,	0,	0,	0,	0,	0,	0,	0
2020032304.22.20.73,	0,	0,	0,	0,	0,	0,	0
2020032304.22.25.73,	0,	0,	0,	0,	0,	0,	0
2020032304.22.30.73,	0,	0,	0,	0,	0,	0,	0
2020032304.22.35.73,	0,	0,	0,	0,	0,	0,	0
2020032304.22.40.73,	0,	0,	0,	0,	0,	0,	0
2020032304.22.45.73,	0,	0,	0,	0,	0,	0,	0
2020032304.22.50.73,	0,	0,	0,	0,	0,	0,	0
2020032304.22.55.73,	0,	0,	0,	0,	0,	0,	0
2020032304.23.00.73,	0,	0,	0,	0,	0,	0,	0
2020032304.23.05.73,	0,	0,	0,	0,	0,	0,	0
2020032304.23.10.73,	0,	0,	0,	0,	0,	0,	0
2020032304.23.15.73,	0,	0,	0,	0,	0,	0,	0
2020032304.23.20.73,	0,	0,	0,	0,	0,	0,	0
2020032304.23.25.73,	0,	0,	0,	0,	0,	0,	0
2020032304.23.30.73,	0,	0,	0,	0,	0,	0,	0
2020032304.23.35.74,	0,	0,	0,	0,	0,	0,	0
2020032304.23.40.73,	0,	0,	0,	0,	0,	0,	0
2020032304.23.45.73,	0,	0,	0,	0,	0,	0,	0
2020032304.23.50.73,	0,	0,	0,	0,	0,	0,	0
2020032304.23.55.74,	0,	0,	0,	0,	0,	0,	0
2020032304.24.00.73,	0,	0,	0,	0,	0,	0,	0
2020032304.24.05.73,	0,	0,	0,	0,	0,	0,	0
2020032304.24.10.74,	0,	0,	0,	0,	0,	0,	0
2020032304.24.15.74,	0,	0,	0,	0,	0,	0,	0
2020032304.24.20.74,	0,	0,	0,	0,	0,	0,	0
2020032304.24.25.74,	0,	0,	0,	0,	0,	0,	0
2020032304.24.30.74,	0,	0,	0,	0,	0,	0,	0
2020032304.24.35.74,	0,	0,	0,	0,	0,	0,	0
2020032304.24.40.74,	0,	0,	0,	0,	0,	0,	0
2020032304.24.45.74,	0,	0,	0,	0,	0,	0,	0
2020032304.24.50.74,	0,	0,	0,	0,	0,	0,	0
2020032304.24.55.74,	0,	0,	0,	0,	0,	0,	0
2020032304.25.00.74,	0,	0,	0,	0,	0,	0,	0
2020032304.25.05.74,	0,	0,	0,	0,	0,	0,	0
2020032304.25.10.74,	0,	0,	0,	0,	0,	0,	0
2020032304.25.15.74,	0,	0,	0,	0,	0,	0,	0
2020032304.25.20.74,	0,	0,	0,	0,	0,	0,	0
2020032304.25.25.74,	0,	0,	0,	0,	0,	0,	0
2020032304.25.30.74,	0,	0,	0,	0,	0,	0,	0
2020032304.25.35.74,	0,	0,	0,	0,	0,	0,	0
2020032304.25.40.74,	0,	0,	0,	0,	0,	0,	0
2020032304.25.45.74,	0,	0,	0,	0,	0,	0,	0
2020032304.25.50.74,	0,	0,	0,	0,	0,	0,	0
2020032304.25.55.74,	0,	0,	0,	0,	0,	0,	0
2020032304.26.00.74,	0,	0,	0,	0,	0,	0,	0
2020032304.26.05.74,	0,	0,	0,	0,	0,	0,	0
2020032304.26.10.74,	0,	0,	0,	0,	0,	0,	0
2020032304.26.15.74,	0,	0,	0,	0,	0,	0,	0
2020032304.26.20.74,	0,	0,	0,	0,	0,	0,	0
2020032304.26.25.75,	0,	0,	0,	0,	0,	0,	0
2020032304.26.30.75,	0,	0,	0,	0,	0,	0,	0
2020032304.26.35.75,	0,	0,	0,	0,	0,	0,	0
2020032304.26.40.75,	0,	0,	0,	0,	0,	0,	0
2020032304.26.45.75,	0,	0,	0,	0,	0,	0,	0
2020032304.26.50.75,	0,	0,	0,	0,	0,	0,	0
2020032304.26.55.75,	0,	0,	0,	0,	0,	0,	0
2020032304.27.00.75,	0,	0,	0,	0,	0,	0,	0
2020032304.27.05.75,	0,	0,	0,	0,	0,	0,	0
2020032304.27.10.75,	0,	0,	0,	0,	0,	0,	0
2020032304.27.15.75,	0,	0,	0,	0,	0,	0,	0
2020032304.27.20.75,	0,	0,	0,	0,	0,	0,	0
2020032304.27.25.75,	0,	0,	0,	0,	0,	0,	0
2020032304.27.30.75,	0,	0,	0,	0,	0,	0,	0
2020032304.27.35.75,	0,	0,	0,	0,	0,	0,	0
2020032304.27.40.75,	0,	0,	0,	0,	0,	0,	0
2020032304.27.45.75,	0,	0,	0,	0,	0,	0,	0
2020032304.27.50.76,	0,	0,	0,	0,	0,	0,	0
2020032304.27.55.75,	0,	0,	0,	0,	0,	0,	0
2020032304.28.00.75,	0,	0,	0,	0,	0,	0,	0
2020032304.28.05.75,	0,	0,	0,	0,	0,	0,	0
2020032304.28.10.75,	0,	0,	0,	0,	0,	0,	0
2020032304.28.15.75,	0,	0,	0,	0,	0,	0,	0
2020032304.28.20.76,	0,	0,	0,	0,	0,	0,	0
2020032304.28.25.76,	0,	0,	0,	0,	0,	0,	0
2020032304.28.30.76,	0,	0,	0,	0,	0,	0,	0
2020032304.28.35.76,	0,	0,	0,	0,	0,	0,	0
2020032304.28.40.76,	0,	0,	0,	0,	0,	0,	0
2020032304.28.45.76,	0,	0,	0,	0,	0,	0,	0
2020032304.28.50.76,	0,	0,	0,	0,	0,	0,	0
2020032304.28.55.76,	0,	0,	0,	0,	0,	0,	0
2020032304.29.00.76,	0,	0,	0,	0,	0,	0,	0
2020032304.29.05.76,	0,	0,	0,	0,	0,	0,	0
2020032304.29.10.76,	0,	0,	0,	0,	0,	0,	0
2020032304.29.15.76,	0,	0,	0,	0,	0,	0,	0
2020032304.29.20.76,	0,	0,	0,	0,	0,	0,	0
2020032304.29.25.76,	0,	0,	0,	0,	0,	0,	0
2020032304.29.30.76,	0,	0,	0,	0,	0,	0,	0
2020032304.29.35.76,	0,	0,	0,	0,	0,	0,	0
2020032304.29.40.76,	0,	0,	0,	0,	0,	0,	0
2020032304.29.45.76,	0,	0,	0,	0,	0,	0,	0
2020032304.29.50.76,	0,	0,	0,	0,	0,	0,	0
