time,	Load0,	Load1,	Load2,	Load3,	Load4,	Load5,	Load6
2020032006.21.27.98,	0,	0,	0,	0,	0,	0,	0
2020032006.21.32.98,	0,	0,	0,	0,	0,	0,	0
2020032006.21.37.98,	0,	0,	0,	0,	0,	0,	0
2020032006.21.42.98,	0,	0,	0,	0,	0,	0,	0
2020032006.21.47.98,	0,	0,	0,	0,	0,	0,	0
2020032006.21.52.98,	0,	0,	0,	0,	0,	0,	0
2020032006.21.57.98,	0,	0,	0,	0,	0,	0,	0
2020032006.22.02.98,	0,	0,	0,	0,	0,	0,	0
2020032006.22.07.98,	0,	0,	0,	0,	0,	0,	0
2020032006.22.12.98,	0,	0,	0,	0,	0,	0,	0
2020032006.22.17.98,	0,	0,	0,	0,	0,	0,	0
2020032006.22.22.98,	0,	0,	0,	0,	0,	0,	0
2020032006.22.27.98,	0,	0,	0,	0,	0,	0,	0
2020032006.22.32.98,	0,	0,	0,	0,	0,	0,	0
2020032006.22.37.98,	0,	0,	0,	0,	0,	0,	0
2020032006.22.42.98,	0,	0,	0,	0,	0,	0,	0
2020032006.22.47.98,	0,	0,	0,	0,	0,	0,	0
2020032006.22.52.98,	0,	0,	0,	0,	0,	0,	0
2020032006.22.57.98,	0,	0,	0,	0,	0,	0,	0
2020032006.23.02.98,	0,	0,	0,	0,	0,	0,	0
2020032006.23.07.99,	0,	0,	0,	0,	0,	0,	0
2020032006.23.12.99,	0,	0,	0,	0,	0,	0,	0
2020032006.23.17.99,	0,	0,	0,	0,	0,	0,	0
2020032006.23.22.99,	0,	0,	0,	0,	0,	0,	0
2020032006.23.27.99,	0,	0,	0,	0,	0,	0,	0
2020032006.23.32.99,	0,	0,	0,	0,	0,	0,	0
2020032006.23.37.99,	0,	0,	0,	0,	0,	0,	0
2020032006.23.42.99,	0,	0,	0,	0,	0,	0,	0
2020032006.23.47.99,	0,	0,	0,	0,	0,	0,	0
2020032006.23.52.99,	0,	0,	0,	0,	0,	0,	0
2020032006.23.57.99,	0,	0,	0,	0,	0,	0,	0
2020032006.24.02.99,	0,	0,	0,	0,	0,	0,	0
2020032006.24.07.99,	0,	0,	0,	0,	0,	0,	0
2020032006.24.12.99,	0,	0,	0,	0,	0,	0,	0
2020032006.24.17.99,	0,	0,	0,	0,	0,	0,	0
2020032006.24.22.99,	0,	0,	0,	0,	0,	0,	0
2020032006.24.27.99,	0,	0,	0,	0,	0,	0,	0
2020032006.24.32.99,	0,	0,	0,	0,	0,	0,	0
2020032006.24.38.00,	0,	0,	0,	0,	0,	0,	0
2020032006.24.43.00,	0,	0,	0,	0,	0,	0,	0
2020032006.24.48.00,	0,	0,	0,	0,	0,	0,	0
2020032006.24.53.00,	0,	0,	0,	0,	0,	0,	0
2020032006.24.58.00,	0,	0,	0,	0,	0,	0,	0
2020032006.25.03.00,	0,	0,	0,	0,	0,	0,	0
2020032006.25.08.00,	0,	0,	0,	0,	0,	0,	0
2020032006.25.13.00,	0,	0,	0,	0,	0,	0,	0
2020032006.25.18.00,	0,	0,	0,	0,	0,	0,	0
2020032006.25.23.00,	0,	0,	0,	0,	0,	0,	0
2020032006.25.28.00,	0,	0,	0,	0,	0,	0,	0
2020032006.25.33.00,	0,	0,	0,	0,	0,	0,	0
2020032006.25.38.00,	0,	0,	0,	0,	0,	0,	0
2020032006.25.43.00,	0,	0,	0,	0,	0,	0,	0
2020032006.25.48.00,	0,	0,	0,	0,	0,	0,	0
2020032006.25.53.00,	0,	0,	0,	0,	0,	0,	0
2020032006.25.58.00,	0,	0,	0,	0,	0,	0,	0
2020032006.26.03.00,	0,	0,	0,	0,	0,	0,	0
2020032006.26.08.00,	0,	0,	0,	0,	0,	0,	0
2020032006.26.13.00,	0,	0,	0,	0,	0,	0,	0
2020032006.26.18.00,	0,	0,	0,	0,	0,	0,	0
2020032006.26.23.00,	0,	0,	0,	0,	0,	0,	0
2020032006.26.28.00,	0,	0,	0,	0,	0,	0,	0
2020032006.26.33.01,	0,	0,	0,	0,	0,	0,	0
2020032006.26.38.01,	0,	0,	0,	0,	0,	0,	0
2020032006.26.43.01,	0,	0,	0,	0,	0,	0,	0
2020032006.26.48.01,	0,	0,	0,	0,	0,	0,	0
2020032006.26.53.01,	0,	0,	0,	0,	0,	0,	0
2020032006.26.58.01,	0,	0,	0,	0,	0,	0,	0
2020032006.27.03.01,	0,	0,	0,	0,	0,	0,	0
2020032006.27.08.01,	0,	0,	0,	0,	0,	0,	0
2020032006.27.13.01,	0,	0,	0,	0,	0,	0,	0
2020032006.27.18.01,	0,	0,	0,	0,	0,	0,	0
2020032006.27.23.01,	0,	0,	0,	0,	0,	0,	0
2020032006.27.28.01,	0,	0,	0,	0,	0,	0,	0
2020032006.27.33.01,	0,	0,	0,	0,	0,	0,	0
2020032006.27.38.01,	0,	0,	0,	0,	0,	0,	0
2020032006.27.43.01,	0,	0,	0,	0,	0,	0,	0
2020032006.27.48.01,	0,	0,	0,	0,	0,	0,	0
2020032006.27.53.01,	0,	0,	0,	0,	0,	0,	0
2020032006.27.58.01,	0,	0,	0,	0,	0,	0,	0
2020032006.28.03.01,	0,	0,	0,	0,	0,	0,	0
2020032006.28.08.01,	0,	0,	0,	0,	0,	0,	0
2020032006.28.13.01,	0,	0,	0,	0,	0,	0,	0
2020032006.28.18.01,	0,	0,	0,	0,	0,	0,	0
2020032006.28.23.01,	0,	0,	0,	0,	0,	0,	0
2020032006.28.28.01,	0,	0,	0,	0,	0,	0,	0
2020032006.28.33.01,	0,	0,	0,	0,	0,	0,	0
2020032006.28.38.01,	0,	0,	0,	0,	0,	0,	0
2020032006.28.43.01,	0,	0,	0,	0,	0,	0,	0
2020032006.28.48.02,	0,	0,	0,	0,	0,	0,	0
2020032006.28.53.02,	0,	0,	0,	0,	0,	0,	0
2020032006.28.58.02,	0,	0,	0,	0,	0,	0,	0
2020032006.29.03.02,	0,	0,	0,	0,	0,	0,	0
2020032006.29.08.02,	0,	0,	0,	0,	0,	0,	0
2020032006.29.13.02,	0,	0,	0,	0,	0,	0,	0
2020032006.29.18.02,	0,	0,	0,	0,	0,	0,	0
2020032006.29.23.02,	0,	0,	0,	0,	0,	0,	0
2020032006.29.28.02,	0,	0,	0,	0,	0,	0,	0
2020032006.29.33.02,	0,	0,	0,	0,	0,	0,	0
2020032006.29.38.02,	0,	0,	0,	0,	0,	0,	0
2020032006.29.43.02,	0,	0,	0,	0,	0,	0,	0
2020032006.29.48.02,	0,	0,	0,	0,	0,	0,	0
2020032006.29.53.02,	0,	0,	0,	0,	0,	0,	0
2020032006.29.58.02,	0,	0,	0,	0,	0,	0,	0
2020032006.30.03.02,	0,	0,	0,	0,	0,	0,	0
2020032006.30.08.02,	0,	0,	0,	0,	0,	0,	0
2020032006.30.13.02,	0,	0,	0,	0,	0,	0,	0
2020032006.30.18.02,	0,	0,	0,	0,	0,	0,	0
2020032006.30.23.02,	0,	0,	0,	0,	0,	0,	0
2020032006.30.28.02,	0,	0,	0,	0,	0,	0,	0
2020032006.30.33.02,	0,	0,	0,	0,	0,	0,	0
2020032006.30.38.03,	0,	0,	0,	0,	0,	0,	0
2020032006.30.43.02,	0,	0,	0,	0,	0,	0,	0
2020032006.30.48.02,	0,	0,	0,	0,	0,	0,	0
2020032006.30.53.03,	0,	0,	0,	0,	0,	0,	0
2020032006.30.58.03,	0,	0,	0,	0,	0,	0,	0
2020032006.31.03.03,	0,	0,	0,	0,	0,	0,	0
2020032006.31.08.03,	0,	0,	0,	0,	0,	0,	0
2020032006.31.13.03,	0,	0,	0,	0,	0,	0,	0
2020032006.31.18.03,	0,	0,	0,	0,	0,	0,	0
2020032006.31.23.03,	0,	0,	0,	0,	0,	0,	0
2020032006.31.28.03,	0,	0,	0,	0,	0,	0,	0
2020032006.31.33.03,	0,	0,	0,	0,	0,	0,	0
2020032006.31.38.03,	0,	0,	0,	0,	0,	0,	0
2020032006.31.43.03,	0,	0,	0,	0,	0,	0,	0
2020032006.31.48.03,	0,	0,	0,	0,	0,	0,	0
2020032006.31.53.03,	0,	0,	0,	0,	0,	0,	0
2020032006.31.58.03,	0,	0,	0,	0,	0,	0,	0
2020032006.32.03.03,	0,	0,	0,	0,	0,	0,	0
2020032006.32.08.03,	0,	0,	0,	0,	0,	0,	0
2020032006.32.13.03,	0,	0,	0,	0,	0,	0,	0
2020032006.32.18.03,	0,	0,	0,	0,	0,	0,	0
2020032006.32.23.03,	0,	0,	0,	0,	0,	0,	0
2020032006.32.28.03,	0,	0,	0,	0,	0,	0,	0
2020032006.32.33.03,	0,	0,	0,	0,	0,	0,	0
2020032006.32.38.03,	0,	0,	0,	0,	0,	0,	0
2020032006.32.43.03,	0,	0,	0,	0,	0,	0,	0
2020032006.32.48.03,	0,	0,	0,	0,	0,	0,	0
2020032006.32.53.03,	0,	0,	0,	0,	0,	0,	0
2020032006.32.58.03,	0,	0,	0,	0,	0,	0,	0
2020032006.33.03.03,	0,	0,	0,	0,	0,	0,	0
2020032006.33.08.03,	0,	0,	0,	0,	0,	0,	0
2020032006.33.13.03,	0,	0,	0,	0,	0,	0,	0
2020032006.33.18.03,	0,	0,	0,	0,	0,	0,	0
2020032006.33.23.03,	0,	0,	0,	0,	0,	0,	0
2020032006.33.28.03,	0,	0,	0,	0,	0,	0,	0
2020032006.33.33.03,	0,	0,	0,	0,	0,	0,	0
2020032006.33.38.03,	0,	0,	0,	0,	0,	0,	0
2020032006.33.43.03,	0,	0,	0,	0,	0,	0,	0
2020032006.33.48.03,	0,	0,	0,	0,	0,	0,	0
2020032006.33.53.03,	0,	0,	0,	0,	0,	0,	0
2020032006.33.58.03,	0,	0,	0,	0,	0,	0,	0
2020032006.34.03.03,	0,	0,	0,	0,	0,	0,	0
2020032006.34.08.03,	0,	0,	0,	0,	0,	0,	0
