time,	Load0,	Load1,	Load2,	Load3,	Load4,	Load5,	Load6
2020032507.56.18.97,	0,	0,	0,	0,	0,	0,	0
2020032507.56.23.97,	0,	0,	0,	0,	0,	0,	0
2020032507.56.28.97,	0,	0,	0,	0,	0,	0,	0
2020032507.56.33.97,	0,	0,	0,	0,	0,	0,	0
2020032507.56.38.97,	0,	0,	0,	0,	0,	0,	0
2020032507.56.43.97,	0,	0,	0,	0,	0,	0,	0
2020032507.56.48.97,	0,	0,	0,	0,	0,	0,	0
2020032507.56.53.97,	0,	0,	0,	0,	0,	0,	0
2020032507.56.58.97,	0,	0,	0,	0,	0,	0,	0
2020032507.57.03.98,	0,	0,	0,	0,	0,	0,	0
2020032507.57.08.98,	0,	0,	0,	0,	0,	0,	0
2020032507.57.13.98,	0,	0,	0,	0,	0,	0,	0
2020032507.57.18.98,	0,	0,	0,	0,	0,	0,	0
2020032507.57.23.98,	0,	0,	0,	0,	0,	0,	0
2020032507.57.28.98,	0,	0,	0,	0,	0,	0,	0
2020032507.57.33.98,	0,	0,	0,	0,	0,	0,	0
2020032507.57.38.98,	0,	0,	0,	0,	0,	0,	0
2020032507.57.43.98,	0,	0,	0,	0,	0,	0,	0
2020032507.57.48.98,	0,	0,	0,	0,	0,	0,	0
2020032507.57.53.98,	0,	0,	0,	0,	0,	0,	0
2020032507.57.58.98,	0,	0,	0,	0,	0,	0,	0
2020032507.58.03.98,	0,	0,	0,	0,	0,	0,	0
2020032507.58.08.98,	0,	0,	0,	0,	0,	0,	0
2020032507.58.13.98,	0,	0,	0,	0,	0,	0,	0
2020032507.58.18.98,	0,	0,	0,	0,	0,	0,	0
2020032507.58.23.98,	0,	0,	0,	0,	0,	0,	0
2020032507.58.28.98,	0,	0,	0,	0,	0,	0,	0
2020032507.58.33.98,	0,	0,	0,	0,	0,	0,	0
2020032507.58.38.98,	0,	0,	0,	0,	0,	0,	0
2020032507.58.43.98,	0,	0,	0,	0,	0,	0,	0
2020032507.58.48.98,	0,	0,	0,	0,	0,	0,	0
2020032507.58.53.98,	0,	0,	0,	0,	0,	0,	0
2020032507.58.58.98,	0,	0,	0,	0,	0,	0,	0
2020032507.59.03.98,	0,	0,	0,	0,	0,	0,	0
2020032507.59.08.98,	0,	0,	0,	0,	0,	0,	0
2020032507.59.13.98,	0,	0,	0,	0,	0,	0,	0
2020032507.59.18.98,	0,	0,	0,	0,	0,	0,	0
2020032507.59.23.98,	0,	0,	0,	0,	0,	0,	0
2020032507.59.28.98,	0,	0,	0,	0,	0,	0,	0
2020032507.59.33.98,	0,	0,	0,	0,	0,	0,	0
2020032507.59.38.98,	0,	0,	0,	0,	0,	0,	0
2020032507.59.43.98,	0,	0,	0,	0,	0,	0,	0
2020032507.59.48.98,	0,	0,	0,	0,	0,	0,	0
2020032507.59.53.99,	0,	0,	0,	0,	0,	0,	0
2020032507.59.58.99,	0,	0,	0,	0,	0,	0,	0
2020032508.00.03.99,	0,	0,	0,	0,	0,	0,	0
2020032508.00.08.99,	0,	0,	0,	0,	0,	0,	0
2020032508.00.13.99,	0,	0,	0,	0,	0,	0,	0
2020032508.00.18.99,	0,	0,	0,	0,	0,	0,	0
2020032508.00.23.99,	0,	0,	0,	0,	0,	0,	0
2020032508.00.28.99,	0,	0,	0,	0,	0,	0,	0
2020032508.00.33.99,	0,	0,	0,	0,	0,	0,	0
2020032508.00.38.99,	0,	0,	0,	0,	0,	0,	0
2020032508.00.43.99,	0,	0,	0,	0,	0,	0,	0
2020032508.00.48.99,	0,	0,	0,	0,	0,	0,	0
2020032508.00.53.99,	0,	0,	0,	0,	0,	0,	0
2020032508.00.58.99,	0,	0,	0,	0,	0,	0,	0
2020032508.01.03.99,	0,	0,	0,	0,	0,	0,	0
2020032508.01.08.99,	0,	0,	0,	0,	0,	0,	0
2020032508.01.13.99,	0,	0,	0,	0,	0,	0,	0
2020032508.01.18.99,	0,	0,	0,	0,	0,	0,	0
2020032508.01.23.99,	0,	0,	0,	0,	0,	0,	0
2020032508.01.28.99,	0,	0,	0,	0,	0,	0,	0
2020032508.01.33.99,	0,	0,	0,	0,	0,	0,	0
2020032508.01.38.99,	0,	0,	0,	0,	0,	0,	0
2020032508.01.43.99,	0,	0,	0,	0,	0,	0,	0
2020032508.01.48.99,	0,	0,	0,	0,	0,	0,	0
2020032508.01.53.99,	0,	0,	0,	0,	0,	0,	0
2020032508.01.58.99,	0,	0,	0,	0,	0,	0,	0
2020032508.02.03.99,	0,	0,	0,	0,	0,	0,	0
2020032508.02.08.99,	0,	0,	0,	0,	0,	0,	0
2020032508.02.13.99,	0,	0,	0,	0,	0,	0,	0
2020032508.02.18.99,	0,	0,	0,	0,	0,	0,	0
2020032508.02.23.99,	0,	0,	0,	0,	0,	0,	0
2020032508.02.28.99,	0,	0,	0,	0,	0,	0,	0
2020032508.02.33.99,	0,	0,	0,	0,	0,	0,	0
2020032508.02.38.99,	0,	0,	0,	0,	0,	0,	0
2020032508.02.43.99,	0,	0,	0,	0,	0,	0,	0
2020032508.02.49.00,	0,	0,	0,	0,	0,	0,	0
2020032508.02.54.00,	0,	0,	0,	0,	0,	0,	0
2020032508.02.59.00,	0,	0,	0,	0,	0,	0,	0
2020032508.03.04.00,	0,	0,	0,	0,	0,	0,	0
2020032508.03.09.00,	0,	0,	0,	0,	0,	0,	0
2020032508.03.14.00,	0,	0,	0,	0,	0,	0,	0
2020032508.03.19.00,	0,	0,	0,	0,	0,	0,	0
2020032508.03.24.00,	0,	0,	0,	0,	0,	0,	0
2020032508.03.29.00,	0,	0,	0,	0,	0,	0,	0
2020032508.03.34.00,	0,	0,	0,	0,	0,	0,	0
2020032508.03.39.00,	0,	0,	0,	0,	0,	0,	0
2020032508.03.44.00,	0,	0,	0,	0,	0,	0,	0
2020032508.03.49.00,	0,	0,	0,	0,	0,	0,	0
2020032508.03.54.00,	0,	0,	0,	0,	0,	0,	0
2020032508.03.59.00,	0,	0,	0,	0,	0,	0,	0
2020032508.04.04.00,	0,	0,	0,	0,	0,	0,	0
2020032508.04.09.00,	0,	0,	0,	0,	0,	0,	0
2020032508.04.14.00,	0,	0,	0,	0,	0,	0,	0
2020032508.04.19.00,	0,	0,	0,	0,	0,	0,	0
2020032508.04.24.00,	0,	0,	0,	0,	0,	0,	0
2020032508.04.29.00,	0,	0,	0,	0,	0,	0,	0
2020032508.04.34.00,	0,	0,	0,	0,	0,	0,	0
2020032508.04.39.00,	0,	0,	0,	0,	0,	0,	0
2020032508.04.44.01,	0,	0,	0,	0,	0,	0,	0
2020032508.04.49.01,	0,	0,	0,	0,	0,	0,	0
2020032508.04.54.01,	0,	0,	0,	0,	0,	0,	0
2020032508.04.59.01,	0,	0,	0,	0,	0,	0,	0
2020032508.05.04.01,	0,	0,	0,	0,	0,	0,	0
2020032508.05.09.01,	0,	0,	0,	0,	0,	0,	0
2020032508.05.14.01,	0,	0,	0,	0,	0,	0,	0
2020032508.05.19.01,	0,	0,	0,	0,	0,	0,	0
2020032508.05.24.01,	0,	0,	0,	0,	0,	0,	0
2020032508.05.29.01,	0,	0,	0,	0,	0,	0,	0
2020032508.05.34.01,	0,	0,	0,	0,	0,	0,	0
2020032508.05.39.01,	0,	0,	0,	0,	0,	0,	0
2020032508.05.44.01,	0,	0,	0,	0,	0,	0,	0
2020032508.05.49.01,	0,	0,	0,	0,	0,	0,	0
2020032508.05.54.01,	0,	0,	0,	0,	0,	0,	0
2020032508.05.59.01,	0,	0,	0,	0,	0,	0,	0
2020032508.06.04.01,	0,	0,	0,	0,	0,	0,	0
2020032508.06.09.01,	0,	0,	0,	0,	0,	0,	0
2020032508.06.14.01,	0,	0,	0,	0,	0,	0,	0
2020032508.06.19.01,	0,	0,	0,	0,	0,	0,	0
2020032508.06.24.01,	0,	0,	0,	0,	0,	0,	0
2020032508.06.29.01,	0,	0,	0,	0,	0,	0,	0
2020032508.06.34.01,	0,	0,	0,	0,	0,	0,	0
2020032508.06.39.02,	0,	0,	0,	0,	0,	0,	0
2020032508.06.44.02,	0,	0,	0,	0,	0,	0,	0
2020032508.06.49.02,	0,	0,	0,	0,	0,	0,	0
2020032508.06.54.02,	0,	0,	0,	0,	0,	0,	0
2020032508.06.59.02,	0,	0,	0,	0,	0,	0,	0
2020032508.07.04.02,	0,	0,	0,	0,	0,	0,	0
2020032508.07.09.02,	0,	0,	0,	0,	0,	0,	0
2020032508.07.14.02,	0,	0,	0,	0,	0,	0,	0
2020032508.07.19.02,	0,	0,	0,	0,	0,	0,	0
2020032508.07.24.02,	0,	0,	0,	0,	0,	0,	0
2020032508.07.29.02,	0,	0,	0,	0,	0,	0,	0
2020032508.07.34.02,	0,	0,	0,	0,	0,	0,	0
2020032508.07.39.02,	0,	0,	0,	0,	0,	0,	0
2020032508.07.44.02,	0,	0,	0,	0,	0,	0,	0
2020032508.07.49.02,	0,	0,	0,	0,	0,	0,	0
2020032508.07.54.02,	0,	0,	0,	0,	0,	0,	0
2020032508.07.59.02,	0,	0,	0,	0,	0,	0,	0
2020032508.08.04.02,	0,	0,	0,	0,	0,	0,	0
2020032508.08.09.03,	0,	0,	0,	0,	0,	0,	0
2020032508.08.14.02,	0,	0,	0,	0,	0,	0,	0
2020032508.08.19.02,	0,	0,	0,	0,	0,	0,	0
2020032508.08.24.02,	0,	0,	0,	0,	0,	0,	0
2020032508.08.29.02,	0,	0,	0,	0,	0,	0,	0
2020032508.08.34.02,	0,	0,	0,	0,	0,	0,	0
2020032508.08.39.03,	0,	0,	0,	0,	0,	0,	0
2020032508.08.44.02,	0,	0,	0,	0,	0,	0,	0
2020032508.08.49.02,	0,	0,	0,	0,	0,	0,	0
2020032508.08.54.02,	0,	0,	0,	0,	0,	0,	0
2020032508.08.59.03,	0,	0,	0,	0,	0,	0,	0
2020032508.09.04.03,	0,	0,	0,	0,	0,	0,	0
2020032508.09.09.03,	0,	0,	0,	0,	0,	0,	0
2020032508.09.14.03,	0,	0,	0,	0,	0,	0,	0
2020032508.09.19.03,	0,	0,	0,	0,	0,	0,	0
2020032508.09.24.03,	0,	0,	0,	0,	0,	0,	0
2020032508.09.29.03,	0,	0,	0,	0,	0,	0,	0
2020032508.09.34.03,	0,	0,	0,	0,	0,	0,	0
2020032508.09.39.03,	0,	0,	0,	0,	0,	0,	0
2020032508.09.44.03,	0,	0,	0,	0,	0,	0,	0
2020032508.09.49.03,	0,	0,	0,	0,	0,	0,	0
2020032508.09.54.03,	0,	0,	0,	0,	0,	0,	0
2020032508.09.59.03,	0,	0,	0,	0,	0,	0,	0
2020032508.10.04.03,	0,	0,	0,	0,	0,	0,	0
