time,	Load0,	Load1,	Load2,	Load3,	Load4,	Load5,	Load6
2020032522.56.22.83,	0,	0,	0,	0,	0,	0,	0
2020032522.56.27.83,	0,	0,	0,	0,	0,	0,	0
2020032522.56.32.83,	0,	0,	0,	0,	0,	0,	0
2020032522.56.37.83,	0,	0,	0,	0,	0,	0,	0
2020032522.56.42.83,	0,	0,	0,	0,	0,	0,	0
2020032522.56.47.83,	0,	0,	0,	0,	0,	0,	0
2020032522.56.52.83,	0,	0,	0,	0,	0,	0,	0
2020032522.56.57.84,	0,	0,	0,	0,	0,	0,	0
2020032522.57.02.84,	0,	0,	0,	0,	0,	0,	0
2020032522.57.07.84,	0,	0,	0,	0,	0,	0,	0
2020032522.57.12.84,	0,	0,	0,	0,	0,	0,	0
2020032522.57.17.84,	0,	0,	0,	0,	0,	0,	0
2020032522.57.22.84,	0,	0,	0,	0,	0,	0,	0
2020032522.57.27.84,	0,	0,	0,	0,	0,	0,	0
2020032522.57.32.84,	0,	0,	0,	0,	0,	0,	0
2020032522.57.37.84,	0,	0,	0,	0,	0,	0,	0
2020032522.57.42.84,	0,	0,	0,	0,	0,	0,	0
2020032522.57.47.84,	0,	0,	0,	0,	0,	0,	0
2020032522.57.52.84,	0,	0,	0,	0,	0,	0,	0
2020032522.57.57.84,	0,	0,	0,	0,	0,	0,	0
2020032522.58.02.84,	0,	0,	0,	0,	0,	0,	0
2020032522.58.07.84,	0,	0,	0,	0,	0,	0,	0
2020032522.58.12.84,	0,	0,	0,	0,	0,	0,	0
2020032522.58.17.84,	0,	0,	0,	0,	0,	0,	0
2020032522.58.22.84,	0,	0,	0,	0,	0,	0,	0
2020032522.58.27.84,	0,	0,	0,	0,	0,	0,	0
2020032522.58.32.84,	0,	0,	0,	0,	0,	0,	0
2020032522.58.37.84,	0,	0,	0,	0,	0,	0,	0
2020032522.58.42.84,	0,	0,	0,	0,	0,	0,	0
2020032522.58.47.84,	0,	0,	0,	0,	0,	0,	0
2020032522.58.52.84,	0,	0,	0,	0,	0,	0,	0
2020032522.58.57.84,	0,	0,	0,	0,	0,	0,	0
2020032522.59.02.84,	0,	0,	0,	0,	0,	0,	0
