time,	Load0,	Load1,	Load2,	Load3,	Load4,	Load5,	Load6
2020032203.21.39.90,	0,	0,	0,	0,	0,	0,	0
2020032203.21.44.90,	0,	0,	0,	0,	0,	0,	0
2020032203.21.49.90,	0,	0,	0,	0,	0,	0,	0
2020032203.21.54.90,	0,	0,	0,	0,	0,	0,	0
2020032203.21.59.90,	0,	0,	0,	0,	0,	0,	0
2020032203.22.04.90,	0,	0,	0,	0,	0,	0,	0
2020032203.22.09.90,	0,	0,	0,	0,	0,	0,	0
2020032203.22.14.90,	0,	0,	0,	0,	0,	0,	0
2020032203.22.19.90,	0,	0,	0,	0,	0,	0,	0
2020032203.22.24.90,	0,	0,	0,	0,	0,	0,	0
2020032203.22.29.90,	0,	0,	0,	0,	0,	0,	0
2020032203.22.34.90,	0,	0,	0,	0,	0,	0,	0
2020032203.22.39.90,	0,	0,	0,	0,	0,	0,	0
2020032203.22.44.90,	0,	0,	0,	0,	0,	0,	0
2020032203.22.49.90,	0,	0,	0,	0,	0,	0,	0
2020032203.22.54.90,	0,	0,	0,	0,	0,	0,	0
2020032203.22.59.90,	0,	0,	0,	0,	0,	0,	0
2020032203.23.04.90,	0,	0,	0,	0,	0,	0,	0
2020032203.23.09.90,	0,	0,	0,	0,	0,	0,	0
2020032203.23.14.90,	0,	0,	0,	0,	0,	0,	0
2020032203.23.19.90,	0,	0,	0,	0,	0,	0,	0
2020032203.23.24.90,	0,	0,	0,	0,	0,	0,	0
2020032203.23.29.90,	0,	0,	0,	0,	0,	0,	0
2020032203.23.34.90,	0,	0,	0,	0,	0,	0,	0
2020032203.23.39.90,	0,	0,	0,	0,	0,	0,	0
2020032203.23.44.90,	0,	0,	0,	0,	0,	0,	0
2020032203.23.49.90,	0,	0,	0,	0,	0,	0,	0
2020032203.23.54.90,	0,	0,	0,	0,	0,	0,	0
2020032203.23.59.90,	0,	0,	0,	0,	0,	0,	0
2020032203.24.04.90,	0,	0,	0,	0,	0,	0,	0
2020032203.24.09.90,	0,	0,	0,	0,	0,	0,	0
2020032203.24.14.90,	0,	0,	0,	0,	0,	0,	0
2020032203.24.19.90,	0,	0,	0,	0,	0,	0,	0
2020032203.24.24.90,	0,	0,	0,	0,	0,	0,	0
2020032203.24.29.91,	0,	0,	0,	0,	0,	0,	0
2020032203.24.34.91,	0,	0,	0,	0,	0,	0,	0
2020032203.24.39.91,	0,	0,	0,	0,	0,	0,	0
2020032203.24.44.91,	0,	0,	0,	0,	0,	0,	0
2020032203.24.49.91,	0,	0,	0,	0,	0,	0,	0
2020032203.24.54.91,	0,	0,	0,	0,	0,	0,	0
2020032203.24.59.91,	0,	0,	0,	0,	0,	0,	0
2020032203.25.04.91,	0,	0,	0,	0,	0,	0,	0
2020032203.25.09.91,	0,	0,	0,	0,	0,	0,	0
2020032203.25.14.91,	0,	0,	0,	0,	0,	0,	0
2020032203.25.19.91,	0,	0,	0,	0,	0,	0,	0
2020032203.25.24.91,	0,	0,	0,	0,	0,	0,	0
2020032203.25.29.91,	0,	0,	0,	0,	0,	0,	0
2020032203.25.34.91,	0,	0,	0,	0,	0,	0,	0
2020032203.25.39.91,	0,	0,	0,	0,	0,	0,	0
2020032203.25.44.91,	0,	0,	0,	0,	0,	0,	0
2020032203.25.49.91,	0,	0,	0,	0,	0,	0,	0
2020032203.25.54.91,	0,	0,	0,	0,	0,	0,	0
