time,	Load0,	Load1,	Load2,	Load3,	Load4,	Load5,	Load6
2020032218.21.43.40,	0,	0,	0,	0,	0,	0,	0
2020032218.21.48.40,	0,	0,	0,	0,	0,	0,	0
2020032218.21.53.40,	0,	0,	0,	0,	0,	0,	0
2020032218.21.58.40,	0,	0,	0,	0,	0,	0,	0
2020032218.22.03.40,	0,	0,	0,	0,	0,	0,	0
2020032218.22.08.40,	0,	0,	0,	0,	0,	0,	0
2020032218.22.13.40,	0,	0,	0,	0,	0,	0,	0
2020032218.22.18.40,	0,	0,	0,	0,	0,	0,	0
2020032218.22.23.40,	0,	0,	0,	0,	0,	0,	0
2020032218.22.28.40,	0,	0,	0,	0,	0,	0,	0
2020032218.22.33.40,	0,	0,	0,	0,	0,	0,	0
2020032218.22.38.40,	0,	0,	0,	0,	0,	0,	0
2020032218.22.43.40,	0,	0,	0,	0,	0,	0,	0
2020032218.22.48.40,	0,	0,	0,	0,	0,	0,	0
2020032218.22.53.40,	0,	0,	0,	0,	0,	0,	0
2020032218.22.58.40,	0,	0,	0,	0,	0,	0,	0
2020032218.23.03.40,	0,	0,	0,	0,	0,	0,	0
2020032218.23.08.40,	0,	0,	0,	0,	0,	0,	0
2020032218.23.13.40,	0,	0,	0,	0,	0,	0,	0
2020032218.23.18.40,	0,	0,	0,	0,	0,	0,	0
2020032218.23.23.40,	0,	0,	0,	0,	0,	0,	0
2020032218.23.28.40,	0,	0,	0,	0,	0,	0,	0
2020032218.23.33.40,	0,	0,	0,	0,	0,	0,	0
2020032218.23.38.40,	0,	0,	0,	0,	0,	0,	0
2020032218.23.43.40,	0,	0,	0,	0,	0,	0,	0
2020032218.23.48.40,	0,	0,	0,	0,	0,	0,	0
2020032218.23.53.40,	0,	0,	0,	0,	0,	0,	0
2020032218.23.58.40,	0,	0,	0,	0,	0,	0,	0
2020032218.24.03.40,	0,	0,	0,	0,	0,	0,	0
2020032218.24.08.40,	0,	0,	0,	0,	0,	0,	0
2020032218.24.13.40,	0,	0,	0,	0,	0,	0,	0
2020032218.24.18.41,	0,	0,	0,	0,	0,	0,	0
2020032218.24.23.40,	0,	0,	0,	0,	0,	0,	0
2020032218.24.28.41,	0,	0,	0,	0,	0,	0,	0
2020032218.24.33.41,	0,	0,	0,	0,	0,	0,	0
2020032218.24.38.41,	0,	0,	0,	0,	0,	0,	0
2020032218.24.43.41,	0,	0,	0,	0,	0,	0,	0
2020032218.24.48.41,	0,	0,	0,	0,	0,	0,	0
2020032218.24.53.41,	0,	0,	0,	0,	0,	0,	0
2020032218.24.58.41,	0,	0,	0,	0,	0,	0,	0
2020032218.25.03.41,	0,	0,	0,	0,	0,	0,	0
2020032218.25.08.41,	0,	0,	0,	0,	0,	0,	0
2020032218.25.13.41,	0,	0,	0,	0,	0,	0,	0
2020032218.25.18.41,	0,	0,	0,	0,	0,	0,	0
2020032218.25.23.41,	0,	0,	0,	0,	0,	0,	0
2020032218.25.28.41,	0,	0,	0,	0,	0,	0,	0
2020032218.25.33.41,	0,	0,	0,	0,	0,	0,	0
2020032218.25.38.41,	0,	0,	0,	0,	0,	0,	0
2020032218.25.43.41,	0,	0,	0,	0,	0,	0,	0
2020032218.25.48.41,	0,	0,	0,	0,	0,	0,	0
2020032218.25.53.41,	0,	0,	0,	0,	0,	0,	0
2020032218.25.58.41,	0,	0,	0,	0,	0,	0,	0
2020032218.26.03.41,	0,	0,	0,	0,	0,	0,	0
2020032218.26.08.41,	0,	0,	0,	0,	0,	0,	0
2020032218.26.13.41,	0,	0,	0,	0,	0,	0,	0
2020032218.26.18.41,	0,	0,	0,	0,	0,	0,	0
2020032218.26.23.41,	0,	0,	0,	0,	0,	0,	0
2020032218.26.28.41,	0,	0,	0,	0,	0,	0,	0
2020032218.26.33.42,	0,	0,	0,	0,	0,	0,	0
2020032218.26.38.41,	0,	0,	0,	0,	0,	0,	0
2020032218.26.43.41,	0,	0,	0,	0,	0,	0,	0
2020032218.26.48.41,	0,	0,	0,	0,	0,	0,	0
2020032218.26.53.41,	0,	0,	0,	0,	0,	0,	0
2020032218.26.58.41,	0,	0,	0,	0,	0,	0,	0
2020032218.27.03.42,	0,	0,	0,	0,	0,	0,	0
2020032218.27.08.42,	0,	0,	0,	0,	0,	0,	0
2020032218.27.13.42,	0,	0,	0,	0,	0,	0,	0
2020032218.27.18.42,	0,	0,	0,	0,	0,	0,	0
2020032218.27.23.42,	0,	0,	0,	0,	0,	0,	0
2020032218.27.28.42,	0,	0,	0,	0,	0,	0,	0
2020032218.27.33.42,	0,	0,	0,	0,	0,	0,	0
2020032218.27.38.42,	0,	0,	0,	0,	0,	0,	0
2020032218.27.43.42,	0,	0,	0,	0,	0,	0,	0
2020032218.27.48.42,	0,	0,	0,	0,	0,	0,	0
2020032218.27.53.42,	0,	0,	0,	0,	0,	0,	0
2020032218.27.58.42,	0,	0,	0,	0,	0,	0,	0
2020032218.28.03.42,	0,	0,	0,	0,	0,	0,	0
2020032218.28.08.42,	0,	0,	0,	0,	0,	0,	0
2020032218.28.13.42,	0,	0,	0,	0,	0,	0,	0
2020032218.28.18.42,	0,	0,	0,	0,	0,	0,	0
2020032218.28.23.42,	0,	0,	0,	0,	0,	0,	0
2020032218.28.28.42,	0,	0,	0,	0,	0,	0,	0
2020032218.28.33.42,	0,	0,	0,	0,	0,	0,	0
2020032218.28.38.42,	0,	0,	0,	0,	0,	0,	0
2020032218.28.43.42,	0,	0,	0,	0,	0,	0,	0
2020032218.28.48.42,	0,	0,	0,	0,	0,	0,	0
2020032218.28.53.42,	0,	0,	0,	0,	0,	0,	0
2020032218.28.58.42,	0,	0,	0,	0,	0,	0,	0
2020032218.29.03.42,	0,	0,	0,	0,	0,	0,	0
2020032218.29.08.42,	0,	0,	0,	0,	0,	0,	0
2020032218.29.13.42,	0,	0,	0,	0,	0,	0,	0
2020032218.29.18.42,	0,	0,	0,	0,	0,	0,	0
2020032218.29.23.42,	0,	0,	0,	0,	0,	0,	0
2020032218.29.28.42,	0,	0,	0,	0,	0,	0,	0
2020032218.29.33.42,	0,	0,	0,	0,	0,	0,	0
2020032218.29.38.42,	0,	0,	0,	0,	0,	0,	0
2020032218.29.43.42,	0,	0,	0,	0,	0,	0,	0
2020032218.29.48.43,	0,	0,	0,	0,	0,	0,	0
2020032218.29.53.43,	0,	0,	0,	0,	0,	0,	0
2020032218.29.58.43,	0,	0,	0,	0,	0,	0,	0
2020032218.30.03.43,	0,	0,	0,	0,	0,	0,	0
2020032218.30.08.43,	0,	0,	0,	0,	0,	0,	0
2020032218.30.13.43,	0,	0,	0,	0,	0,	0,	0
2020032218.30.18.43,	0,	0,	0,	0,	0,	0,	0
2020032218.30.23.43,	0,	0,	0,	0,	0,	0,	0
2020032218.30.28.43,	0,	0,	0,	0,	0,	0,	0
2020032218.30.33.43,	0,	0,	0,	0,	0,	0,	0
2020032218.30.38.43,	0,	0,	0,	0,	0,	0,	0
2020032218.30.43.43,	0,	0,	0,	0,	0,	0,	0
2020032218.30.48.43,	0,	0,	0,	0,	0,	0,	0
2020032218.30.53.43,	0,	0,	0,	0,	0,	0,	0
2020032218.30.58.43,	0,	0,	0,	0,	0,	0,	0
2020032218.31.03.43,	0,	0,	0,	0,	0,	0,	0
2020032218.31.08.43,	0,	0,	0,	0,	0,	0,	0
2020032218.31.13.43,	0,	0,	0,	0,	0,	0,	0
2020032218.31.18.44,	0,	0,	0,	0,	0,	0,	0
2020032218.31.23.44,	0,	0,	0,	0,	0,	0,	0
2020032218.31.28.44,	0,	0,	0,	0,	0,	0,	0
2020032218.31.33.44,	0,	0,	0,	0,	0,	0,	0
2020032218.31.38.44,	0,	0,	0,	0,	0,	0,	0
2020032218.31.43.44,	0,	0,	0,	0,	0,	0,	0
2020032218.31.48.44,	0,	0,	0,	0,	0,	0,	0
2020032218.31.53.44,	0,	0,	0,	0,	0,	0,	0
2020032218.31.58.44,	0,	0,	0,	0,	0,	0,	0
2020032218.32.03.44,	0,	0,	0,	0,	0,	0,	0
2020032218.32.08.44,	0,	0,	0,	0,	0,	0,	0
2020032218.32.13.44,	0,	0,	0,	0,	0,	0,	0
2020032218.32.18.44,	0,	0,	0,	0,	0,	0,	0
2020032218.32.23.44,	0,	0,	0,	0,	0,	0,	0
2020032218.32.28.44,	0,	0,	0,	0,	0,	0,	0
2020032218.32.33.44,	0,	0,	0,	0,	0,	0,	0
2020032218.32.38.44,	0,	0,	0,	0,	0,	0,	0
2020032218.32.43.44,	0,	0,	0,	0,	0,	0,	0
2020032218.32.48.44,	0,	0,	0,	0,	0,	0,	0
2020032218.32.53.44,	0,	0,	0,	0,	0,	0,	0
2020032218.32.58.44,	0,	0,	0,	0,	0,	0,	0
2020032218.33.03.44,	0,	0,	0,	0,	0,	0,	0
2020032218.33.08.44,	0,	0,	0,	0,	0,	0,	0
2020032218.33.13.44,	0,	0,	0,	0,	0,	0,	0
2020032218.33.18.44,	0,	0,	0,	0,	0,	0,	0
2020032218.33.23.44,	0,	0,	0,	0,	0,	0,	0
2020032218.33.28.45,	0,	0,	0,	0,	0,	0,	0
2020032218.33.33.45,	0,	0,	0,	0,	0,	0,	0
2020032218.33.38.45,	0,	0,	0,	0,	0,	0,	0
2020032218.33.43.45,	0,	0,	0,	0,	0,	0,	0
2020032218.33.48.45,	0,	0,	0,	0,	0,	0,	0
2020032218.33.53.45,	0,	0,	0,	0,	0,	0,	0
2020032218.33.58.45,	0,	0,	0,	0,	0,	0,	0
2020032218.34.03.45,	0,	0,	0,	0,	0,	0,	0
2020032218.34.08.45,	0,	0,	0,	0,	0,	0,	0
2020032218.34.13.45,	0,	0,	0,	0,	0,	0,	0
2020032218.34.18.45,	0,	0,	0,	0,	0,	0,	0
2020032218.34.23.45,	0,	0,	0,	0,	0,	0,	0
2020032218.34.28.45,	0,	0,	0,	0,	0,	0,	0
2020032218.34.33.45,	0,	0,	0,	0,	0,	0,	0
2020032218.34.38.45,	0,	0,	0,	0,	0,	0,	0
2020032218.34.43.45,	0,	0,	0,	0,	0,	0,	0
2020032218.34.48.45,	0,	0,	0,	0,	0,	0,	0
2020032218.34.53.45,	0,	0,	0,	0,	0,	0,	0
2020032218.34.58.45,	0,	0,	0,	0,	0,	0,	0
2020032218.35.03.45,	0,	0,	0,	0,	0,	0,	0
2020032218.35.08.45,	0,	0,	0,	0,	0,	0,	0
2020032218.35.13.45,	0,	0,	0,	0,	0,	0,	0
2020032218.35.18.45,	0,	0,	0,	0,	0,	0,	0
2020032218.35.23.45,	0,	0,	0,	0,	0,	0,	0
2020032218.35.28.45,	0,	0,	0,	0,	0,	0,	0
2020032218.35.33.45,	0,	0,	0,	0,	0,	0,	0
2020032218.35.38.45,	0,	0,	0,	0,	0,	0,	0
2020032218.35.43.45,	0,	0,	0,	0,	0,	0,	0
2020032218.35.48.45,	0,	0,	0,	0,	0,	0,	0
