time,	Load0,	Load1,	Load2,	Load3,	Load4,	Load5,	Load6
2020032714.56.32.59,	1,	1,	1,	1,	1,	1,	1
2020032714.56.37.59,	1,	1,	1,	1,	1,	1,	1
2020032714.56.42.59,	1,	1,	1,	1,	1,	1,	1
2020032714.56.47.59,	1,	1,	1,	1,	1,	1,	1
2020032714.56.52.59,	1,	1,	1,	1,	1,	1,	1
2020032714.56.57.59,	1,	1,	1,	1,	1,	1,	1
2020032714.57.02.60,	1,	1,	1,	1,	1,	1,	1
2020032714.57.07.59,	1,	1,	1,	1,	1,	1,	1
2020032714.57.12.59,	1,	1,	1,	1,	1,	1,	1
2020032714.57.17.60,	1,	1,	1,	1,	1,	1,	1
2020032714.57.22.60,	1,	1,	1,	1,	1,	1,	1
2020032714.57.27.60,	1,	1,	1,	1,	1,	1,	1
2020032714.57.32.60,	1,	1,	1,	1,	1,	1,	1
2020032714.57.37.60,	1,	1,	1,	1,	1,	1,	1
2020032714.57.42.60,	1,	1,	1,	1,	1,	1,	1
2020032714.57.47.60,	1,	1,	1,	1,	1,	1,	1
2020032714.57.52.60,	1,	1,	1,	1,	1,	1,	1
2020032714.57.57.60,	1,	1,	1,	1,	1,	1,	1
2020032714.58.02.60,	1,	1,	1,	1,	1,	1,	1
2020032714.58.07.60,	1,	1,	1,	1,	1,	1,	1
2020032714.58.12.60,	1,	1,	1,	1,	1,	1,	1
2020032714.58.17.60,	1,	1,	1,	1,	1,	1,	1
2020032714.58.22.60,	1,	1,	1,	1,	1,	1,	1
2020032714.58.27.60,	1,	1,	1,	1,	1,	1,	1
2020032714.58.32.60,	1,	1,	1,	1,	1,	1,	1
2020032714.58.37.60,	1,	1,	1,	1,	1,	1,	1
2020032714.58.42.60,	1,	1,	1,	1,	1,	1,	1
2020032714.58.47.60,	1,	1,	1,	1,	1,	1,	1
2020032714.58.52.60,	1,	1,	1,	1,	1,	1,	1
2020032714.58.57.60,	1,	1,	1,	1,	1,	1,	1
2020032714.59.02.60,	1,	1,	1,	1,	1,	1,	1
2020032714.59.07.60,	1,	1,	1,	1,	1,	1,	1
2020032714.59.12.60,	1,	1,	1,	1,	1,	1,	1
2020032714.59.17.60,	1,	1,	1,	1,	1,	1,	1
2020032714.59.22.60,	1,	1,	1,	1,	1,	1,	1
2020032714.59.27.60,	1,	1,	1,	1,	1,	1,	1
2020032714.59.32.60,	1,	1,	1,	1,	1,	1,	1
2020032714.59.37.60,	1,	1,	1,	1,	1,	1,	1
2020032714.59.42.60,	1,	1,	1,	1,	1,	1,	1
2020032714.59.47.60,	1,	1,	1,	1,	1,	1,	1
2020032714.59.52.60,	1,	1,	1,	1,	1,	1,	1
2020032714.59.57.60,	1,	1,	1,	1,	1,	1,	1
2020032715.00.02.60,	1,	1,	1,	1,	1,	1,	1
2020032715.00.07.60,	1,	1,	1,	1,	1,	1,	1
2020032715.00.12.60,	1,	1,	1,	1,	1,	1,	1
2020032715.00.17.61,	1,	1,	1,	1,	1,	1,	1
2020032715.00.22.61,	1,	1,	1,	1,	1,	1,	1
2020032715.00.27.61,	1,	1,	1,	1,	1,	1,	1
2020032715.00.32.61,	1,	1,	1,	1,	1,	1,	1
2020032715.00.37.61,	1,	1,	1,	1,	1,	1,	1
2020032715.00.42.61,	1,	1,	1,	1,	1,	1,	1
2020032715.00.47.61,	1,	1,	1,	1,	1,	1,	1
2020032715.00.52.61,	1,	1,	1,	1,	1,	1,	1
2020032715.00.57.61,	1,	1,	1,	1,	1,	1,	1
2020032715.01.02.61,	1,	1,	1,	1,	1,	1,	1
2020032715.01.07.61,	1,	1,	1,	1,	1,	1,	1
2020032715.01.12.61,	1,	1,	1,	1,	1,	1,	1
2020032715.01.17.61,	1,	1,	1,	1,	1,	1,	1
2020032715.01.22.61,	1,	1,	1,	1,	1,	1,	1
2020032715.01.27.61,	1,	1,	1,	1,	1,	1,	1
2020032715.01.32.61,	1,	1,	1,	1,	1,	1,	1
2020032715.01.37.61,	1,	1,	1,	1,	1,	1,	1
2020032715.01.42.61,	1,	1,	1,	1,	1,	1,	1
2020032715.01.47.61,	1,	1,	1,	1,	1,	1,	1
2020032715.01.52.61,	1,	1,	1,	1,	1,	1,	1
2020032715.01.57.61,	1,	1,	1,	1,	1,	1,	1
2020032715.02.02.61,	1,	1,	1,	1,	1,	1,	1
2020032715.02.07.61,	1,	1,	1,	1,	1,	1,	1
