time,	Load0,	Load1,	Load2,	Load3,	Load4,	Load5,	Load6
2020032719.56.33.72,	0,	0,	0,	0,	0,	0,	0
2020032719.56.38.72,	0,	0,	0,	0,	0,	0,	0
2020032719.56.43.72,	0,	0,	0,	0,	0,	0,	0
2020032719.56.48.72,	0,	0,	0,	0,	0,	0,	0
2020032719.56.53.72,	0,	0,	0,	0,	0,	0,	0
2020032719.56.58.72,	0,	0,	0,	0,	0,	0,	0
2020032719.57.03.72,	0,	0,	0,	0,	0,	0,	0
2020032719.57.08.72,	0,	0,	0,	0,	0,	0,	0
2020032719.57.13.72,	0,	0,	0,	0,	0,	0,	0
2020032719.57.18.72,	0,	0,	0,	0,	0,	0,	0
2020032719.57.23.72,	0,	0,	0,	0,	0,	0,	0
2020032719.57.28.72,	0,	0,	0,	0,	0,	0,	0
2020032719.57.33.72,	0,	0,	0,	0,	0,	0,	0
2020032719.57.38.72,	0,	0,	0,	0,	0,	0,	0
2020032719.57.43.72,	0,	0,	0,	0,	0,	0,	0
2020032719.57.48.72,	0,	0,	0,	0,	0,	0,	0
2020032719.57.53.72,	0,	0,	0,	0,	0,	0,	0
2020032719.57.58.73,	0,	0,	0,	0,	0,	0,	0
2020032719.58.03.72,	0,	0,	0,	0,	0,	0,	0
2020032719.58.08.73,	0,	0,	0,	0,	0,	0,	0
2020032719.58.13.72,	0,	0,	0,	0,	0,	0,	0
2020032719.58.18.72,	0,	0,	0,	0,	0,	0,	0
2020032719.58.23.73,	0,	0,	0,	0,	0,	0,	0
2020032719.58.28.73,	0,	0,	0,	0,	0,	0,	0
2020032719.58.33.73,	0,	0,	0,	0,	0,	0,	0
2020032719.58.38.73,	0,	0,	0,	0,	0,	0,	0
2020032719.58.43.73,	0,	0,	0,	0,	0,	0,	0
2020032719.58.48.73,	0,	0,	0,	0,	0,	0,	0
2020032719.58.53.73,	0,	0,	0,	0,	0,	0,	0
2020032719.58.58.73,	0,	0,	0,	0,	0,	0,	0
2020032719.59.03.73,	0,	0,	0,	0,	0,	0,	0
2020032719.59.08.73,	0,	0,	0,	0,	0,	0,	0
2020032719.59.13.73,	0,	0,	0,	0,	0,	0,	0
2020032719.59.18.73,	0,	0,	0,	0,	0,	0,	0
2020032719.59.23.73,	0,	0,	0,	0,	0,	0,	0
2020032719.59.28.73,	0,	0,	0,	0,	0,	0,	0
2020032719.59.33.73,	0,	0,	0,	0,	0,	0,	0
2020032719.59.38.73,	0,	0,	0,	0,	0,	0,	0
2020032719.59.43.73,	0,	0,	0,	0,	0,	0,	0
2020032719.59.48.73,	0,	0,	0,	0,	0,	0,	0
2020032719.59.53.73,	0,	0,	0,	0,	0,	0,	0
2020032719.59.58.73,	0,	0,	0,	0,	0,	0,	0
2020032720.00.03.73,	0,	0,	0,	0,	0,	0,	0
2020032720.00.08.73,	0,	0,	0,	0,	0,	0,	0
2020032720.00.13.73,	0,	0,	0,	0,	0,	0,	0
2020032720.00.18.73,	0,	0,	0,	0,	0,	0,	0
2020032720.00.23.73,	0,	0,	0,	0,	0,	0,	0
2020032720.00.28.73,	0,	0,	0,	0,	0,	0,	0
2020032720.00.33.73,	0,	0,	0,	0,	0,	0,	0
2020032720.00.38.73,	0,	0,	0,	0,	0,	0,	0
2020032720.00.43.73,	0,	0,	0,	0,	0,	0,	0
2020032720.00.48.73,	0,	0,	0,	0,	0,	0,	0
2020032720.00.53.73,	0,	0,	0,	0,	0,	0,	0
2020032720.00.58.74,	0,	0,	0,	0,	0,	0,	0
2020032720.01.03.73,	0,	0,	0,	0,	0,	0,	0
2020032720.01.08.73,	0,	0,	0,	0,	0,	0,	0
2020032720.01.13.73,	0,	0,	0,	0,	0,	0,	0
2020032720.01.18.73,	0,	0,	0,	0,	0,	0,	0
2020032720.01.23.73,	0,	0,	0,	0,	0,	0,	0
2020032720.01.28.73,	0,	0,	0,	0,	0,	0,	0
2020032720.01.33.73,	0,	0,	0,	0,	0,	0,	0
2020032720.01.38.74,	0,	0,	0,	0,	0,	0,	0
2020032720.01.43.74,	0,	0,	0,	0,	0,	0,	0
2020032720.01.48.74,	0,	0,	0,	0,	0,	0,	0
2020032720.01.53.74,	0,	0,	0,	0,	0,	0,	0
2020032720.01.58.74,	1,	1,	1,	1,	1,	1,	1
2020032720.02.03.74,	1,	1,	1,	1,	1,	1,	1
2020032720.02.08.74,	1,	1,	1,	1,	1,	1,	1
2020032720.02.13.74,	1,	1,	1,	1,	1,	1,	1
2020032720.02.18.74,	1,	1,	1,	1,	1,	1,	1
2020032720.02.23.74,	1,	1,	1,	1,	1,	1,	1
2020032720.02.28.74,	1,	1,	1,	1,	1,	1,	1
2020032720.02.33.74,	1,	1,	1,	1,	1,	1,	1
2020032720.02.38.74,	1,	1,	1,	1,	1,	1,	1
2020032720.02.43.74,	1,	1,	1,	1,	1,	1,	1
2020032720.02.48.74,	1,	1,	1,	1,	1,	1,	1
2020032720.02.53.74,	1,	1,	1,	1,	1,	1,	1
2020032720.02.58.74,	1,	1,	1,	1,	1,	1,	1
2020032720.03.03.74,	1,	1,	1,	1,	1,	1,	1
2020032720.03.08.74,	1,	1,	1,	1,	1,	1,	1
2020032720.03.13.74,	1,	1,	1,	1,	1,	1,	1
2020032720.03.18.74,	1,	1,	1,	1,	1,	1,	1
2020032720.03.23.74,	1,	1,	1,	1,	1,	1,	1
2020032720.03.28.74,	1,	1,	1,	1,	1,	1,	1
2020032720.03.33.74,	1,	1,	1,	1,	1,	1,	1
2020032720.03.38.74,	1,	1,	1,	1,	1,	1,	1
2020032720.03.43.74,	1,	1,	1,	1,	1,	1,	1
2020032720.03.48.74,	1,	1,	1,	1,	1,	1,	1
2020032720.03.53.74,	1,	1,	1,	1,	1,	1,	1
2020032720.03.58.74,	1,	1,	1,	1,	1,	1,	1
2020032720.04.03.74,	1,	1,	1,	1,	1,	1,	1
2020032720.04.08.75,	1,	1,	1,	1,	1,	1,	1
2020032720.04.13.74,	1,	1,	1,	1,	1,	1,	1
2020032720.04.18.75,	1,	1,	1,	1,	1,	1,	1
2020032720.04.23.75,	1,	1,	1,	1,	1,	1,	1
2020032720.04.28.75,	1,	1,	1,	1,	1,	1,	1
2020032720.04.33.75,	1,	1,	1,	1,	1,	1,	1
2020032720.04.38.75,	1,	1,	1,	1,	1,	1,	1
2020032720.04.43.75,	1,	1,	1,	1,	1,	1,	1
2020032720.04.48.75,	1,	1,	1,	1,	1,	1,	1
2020032720.04.53.75,	1,	1,	1,	1,	1,	1,	1
2020032720.04.58.75,	1,	1,	1,	1,	1,	1,	1
2020032720.05.03.75,	1,	1,	1,	1,	1,	1,	1
2020032720.05.08.75,	1,	1,	1,	1,	1,	1,	1
2020032720.05.13.75,	1,	1,	1,	1,	1,	1,	1
2020032720.05.18.75,	1,	1,	1,	1,	1,	1,	1
2020032720.05.23.75,	1,	1,	1,	1,	1,	1,	1
2020032720.05.28.75,	1,	1,	1,	1,	1,	1,	1
2020032720.05.33.75,	1,	1,	1,	1,	1,	1,	1
2020032720.05.38.75,	1,	1,	1,	1,	1,	1,	1
2020032720.05.43.75,	1,	1,	1,	1,	1,	1,	1
2020032720.05.48.75,	1,	1,	1,	1,	1,	1,	1
2020032720.05.53.75,	1,	1,	1,	1,	1,	1,	1
2020032720.05.58.75,	1,	1,	1,	1,	1,	1,	1
2020032720.06.03.76,	1,	1,	1,	1,	1,	1,	1
2020032720.06.08.76,	1,	1,	1,	1,	1,	1,	1
2020032720.06.13.75,	1,	1,	1,	1,	1,	1,	1
2020032720.06.18.75,	1,	1,	1,	1,	1,	1,	1
2020032720.06.23.76,	1,	1,	1,	1,	1,	1,	1
2020032720.06.28.76,	1,	1,	1,	1,	1,	1,	1
2020032720.06.33.76,	1,	1,	1,	1,	1,	1,	1
2020032720.06.38.76,	1,	1,	1,	1,	1,	1,	1
2020032720.06.43.76,	1,	1,	1,	1,	1,	1,	1
2020032720.06.48.76,	1,	1,	1,	1,	1,	1,	1
2020032720.06.53.76,	1,	1,	1,	1,	1,	1,	1
2020032720.06.58.76,	1,	1,	1,	1,	1,	1,	1
2020032720.07.03.76,	1,	1,	1,	1,	1,	1,	1
2020032720.07.08.76,	1,	1,	1,	1,	1,	1,	1
2020032720.07.13.76,	1,	1,	1,	1,	1,	1,	1
2020032720.07.18.76,	1,	1,	1,	1,	1,	1,	1
2020032720.07.23.76,	1,	1,	1,	1,	1,	1,	1
2020032720.07.28.76,	1,	1,	1,	1,	1,	1,	1
2020032720.07.33.76,	1,	1,	1,	1,	1,	1,	1
2020032720.07.38.76,	1,	1,	1,	1,	1,	1,	1
2020032720.07.43.76,	1,	1,	1,	1,	1,	1,	1
2020032720.07.48.76,	1,	1,	1,	1,	1,	1,	1
2020032720.07.53.76,	1,	1,	1,	1,	1,	1,	1
2020032720.07.58.76,	1,	1,	1,	1,	1,	1,	1
2020032720.08.03.76,	1,	1,	1,	1,	1,	1,	1
2020032720.08.08.76,	1,	1,	1,	1,	1,	1,	1
2020032720.08.13.76,	1,	1,	1,	1,	1,	1,	1
2020032720.08.18.77,	1,	1,	1,	1,	1,	1,	1
2020032720.08.23.77,	1,	1,	1,	1,	1,	1,	1
2020032720.08.28.77,	1,	1,	1,	1,	1,	1,	1
2020032720.08.33.77,	1,	1,	1,	1,	1,	1,	1
2020032720.08.38.77,	1,	1,	1,	1,	1,	1,	1
2020032720.08.43.77,	1,	1,	1,	1,	1,	1,	1
2020032720.08.48.77,	1,	1,	1,	1,	1,	1,	1
2020032720.08.53.77,	1,	1,	1,	1,	1,	1,	1
2020032720.08.58.77,	1,	1,	1,	1,	1,	1,	1
2020032720.09.03.77,	1,	1,	1,	1,	1,	1,	1
2020032720.09.08.77,	1,	1,	1,	1,	1,	1,	1
2020032720.09.13.77,	1,	1,	1,	1,	1,	1,	1
2020032720.09.18.77,	1,	1,	1,	1,	1,	1,	1
2020032720.09.23.77,	1,	1,	1,	1,	1,	1,	1
2020032720.09.28.77,	1,	1,	1,	1,	1,	1,	1
2020032720.09.33.77,	1,	1,	1,	1,	1,	1,	1
2020032720.09.38.77,	1,	1,	1,	1,	1,	1,	1
2020032720.09.43.77,	1,	1,	1,	1,	1,	1,	1
2020032720.09.48.77,	1,	1,	1,	1,	1,	1,	1
2020032720.09.53.77,	1,	1,	1,	1,	1,	1,	1
2020032720.09.58.77,	1,	1,	1,	1,	1,	1,	1
2020032720.10.03.77,	1,	1,	1,	1,	1,	1,	1
2020032720.10.08.77,	1,	1,	1,	1,	1,	1,	1
2020032720.10.13.77,	1,	1,	1,	1,	1,	1,	1
2020032720.10.18.77,	1,	1,	1,	1,	1,	1,	1
2020032720.10.23.77,	1,	1,	1,	1,	1,	1,	1
2020032720.10.28.77,	1,	1,	1,	1,	1,	1,	1
2020032720.10.33.77,	1,	1,	1,	1,	1,	1,	1
2020032720.10.38.77,	1,	1,	1,	1,	1,	1,	1
2020032720.10.43.77,	1,	1,	1,	1,	1,	1,	1
2020032720.10.48.77,	1,	1,	1,	1,	1,	1,	1
2020032720.10.53.78,	1,	1,	1,	1,	1,	1,	1
