time,	Load0,	Load1,	Load2,	Load3,	Load4,	Load5,	Load6
2020032102.21.33.91,	0,	0,	0,	0,	0,	0,	0
2020032102.21.38.91,	0,	0,	0,	0,	0,	0,	0
2020032102.21.43.91,	0,	0,	0,	0,	0,	0,	0
2020032102.21.48.91,	0,	0,	0,	0,	0,	0,	0
2020032102.21.53.91,	0,	0,	0,	0,	0,	0,	0
2020032102.21.58.91,	0,	0,	0,	0,	0,	0,	0
2020032102.22.03.91,	0,	0,	0,	0,	0,	0,	0
2020032102.22.08.91,	0,	0,	0,	0,	0,	0,	0
2020032102.22.13.91,	0,	0,	0,	0,	0,	0,	0
2020032102.22.18.91,	0,	0,	0,	0,	0,	0,	0
2020032102.22.23.91,	0,	0,	0,	0,	0,	0,	0
2020032102.22.28.91,	0,	0,	0,	0,	0,	0,	0
2020032102.22.33.91,	0,	0,	0,	0,	0,	0,	0
2020032102.22.38.91,	0,	0,	0,	0,	0,	0,	0
2020032102.22.43.91,	0,	0,	0,	0,	0,	0,	0
2020032102.22.48.91,	0,	0,	0,	0,	0,	0,	0
2020032102.22.53.91,	0,	0,	0,	0,	0,	0,	0
2020032102.22.58.91,	0,	0,	0,	0,	0,	0,	0
2020032102.23.03.91,	0,	0,	0,	0,	0,	0,	0
2020032102.23.08.91,	0,	0,	0,	0,	0,	0,	0
2020032102.23.13.91,	0,	0,	0,	0,	0,	0,	0
2020032102.23.18.91,	0,	0,	0,	0,	0,	0,	0
2020032102.23.23.91,	0,	0,	0,	0,	0,	0,	0
2020032102.23.28.91,	0,	0,	0,	0,	0,	0,	0
2020032102.23.33.92,	0,	0,	0,	0,	0,	0,	0
2020032102.23.38.92,	0,	0,	0,	0,	0,	0,	0
2020032102.23.43.92,	0,	0,	0,	0,	0,	0,	0
2020032102.23.48.92,	0,	0,	0,	0,	0,	0,	0
2020032102.23.53.92,	0,	0,	0,	0,	0,	0,	0
2020032102.23.58.92,	0,	0,	0,	0,	0,	0,	0
2020032102.24.03.92,	0,	0,	0,	0,	0,	0,	0
