time,	Load0,	Load1,	Load2,	Load3,	Load4,	Load5,	Load6
2020032122.21.38.67,	0,	0,	0,	0,	0,	0,	0
2020032122.21.43.67,	0,	0,	0,	0,	0,	0,	0
2020032122.21.48.67,	0,	0,	0,	0,	0,	0,	0
2020032122.21.53.67,	0,	0,	0,	0,	0,	0,	0
2020032122.21.58.67,	0,	0,	0,	0,	0,	0,	0
2020032122.22.03.68,	0,	0,	0,	0,	0,	0,	0
2020032122.22.08.67,	0,	0,	0,	0,	0,	0,	0
2020032122.22.13.68,	0,	0,	0,	0,	0,	0,	0
2020032122.22.18.68,	0,	0,	0,	0,	0,	0,	0
2020032122.22.23.68,	0,	0,	0,	0,	0,	0,	0
2020032122.22.28.68,	0,	0,	0,	0,	0,	0,	0
2020032122.22.33.68,	0,	0,	0,	0,	0,	0,	0
2020032122.22.38.68,	0,	0,	0,	0,	0,	0,	0
2020032122.22.43.68,	0,	0,	0,	0,	0,	0,	0
2020032122.22.48.68,	0,	0,	0,	0,	0,	0,	0
2020032122.22.53.68,	0,	0,	0,	0,	0,	0,	0
2020032122.22.58.68,	0,	0,	0,	0,	0,	0,	0
2020032122.23.03.68,	0,	0,	0,	0,	0,	0,	0
2020032122.23.08.68,	0,	0,	0,	0,	0,	0,	0
2020032122.23.13.68,	0,	0,	0,	0,	0,	0,	0
2020032122.23.18.68,	0,	0,	0,	0,	0,	0,	0
2020032122.23.23.69,	0,	0,	0,	0,	0,	0,	0
2020032122.23.28.69,	0,	0,	0,	0,	0,	0,	0
2020032122.23.33.69,	0,	0,	0,	0,	0,	0,	0
2020032122.23.38.69,	0,	0,	0,	0,	0,	0,	0
2020032122.23.43.69,	0,	0,	0,	0,	0,	0,	0
2020032122.23.48.69,	0,	0,	0,	0,	0,	0,	0
2020032122.23.53.69,	0,	0,	0,	0,	0,	0,	0
2020032122.23.58.69,	0,	0,	0,	0,	0,	0,	0
2020032122.24.03.69,	0,	0,	0,	0,	0,	0,	0
2020032122.24.08.69,	0,	0,	0,	0,	0,	0,	0
2020032122.24.13.69,	0,	0,	0,	0,	0,	0,	0
2020032122.24.18.69,	0,	0,	0,	0,	0,	0,	0
2020032122.24.23.69,	0,	0,	0,	0,	0,	0,	0
2020032122.24.28.69,	0,	0,	0,	0,	0,	0,	0
2020032122.24.33.69,	0,	0,	0,	0,	0,	0,	0
2020032122.24.38.69,	0,	0,	0,	0,	0,	0,	0
2020032122.24.43.69,	0,	0,	0,	0,	0,	0,	0
2020032122.24.48.69,	0,	0,	0,	0,	0,	0,	0
2020032122.24.53.69,	0,	0,	0,	0,	0,	0,	0
2020032122.24.58.69,	0,	0,	0,	0,	0,	0,	0
2020032122.25.03.69,	0,	0,	0,	0,	0,	0,	0
2020032122.25.08.69,	0,	0,	0,	0,	0,	0,	0
2020032122.25.13.69,	0,	0,	0,	0,	0,	0,	0
2020032122.25.18.69,	0,	0,	0,	0,	0,	0,	0
2020032122.25.23.69,	0,	0,	0,	0,	0,	0,	0
2020032122.25.28.69,	0,	0,	0,	0,	0,	0,	0
2020032122.25.33.70,	0,	0,	0,	0,	0,	0,	0
2020032122.25.38.70,	0,	0,	0,	0,	0,	0,	0
2020032122.25.43.70,	0,	0,	0,	0,	0,	0,	0
2020032122.25.48.70,	0,	0,	0,	0,	0,	0,	0
2020032122.25.53.70,	0,	0,	0,	0,	0,	0,	0
2020032122.25.58.70,	0,	0,	0,	0,	0,	0,	0
2020032122.26.03.70,	0,	0,	0,	0,	0,	0,	0
