time,	Load0,	Load1,	Load2,	Load3,	Load4,	Load5,	Load6
2020032405.21.52.48,	0,	0,	0,	0,	0,	0,	0
2020032405.21.57.48,	0,	0,	0,	0,	0,	0,	0
2020032405.22.02.48,	0,	0,	0,	0,	0,	0,	0
2020032405.22.07.48,	0,	0,	0,	0,	0,	0,	0
2020032405.22.12.48,	0,	0,	0,	0,	0,	0,	0
2020032405.22.17.48,	0,	0,	0,	0,	0,	0,	0
2020032405.22.22.49,	0,	0,	0,	0,	0,	0,	0
2020032405.22.27.49,	0,	0,	0,	0,	0,	0,	0
2020032405.22.32.49,	0,	0,	0,	0,	0,	0,	0
2020032405.22.37.49,	0,	0,	0,	0,	0,	0,	0
2020032405.22.42.49,	0,	0,	0,	0,	0,	0,	0
2020032405.22.47.49,	0,	0,	0,	0,	0,	0,	0
2020032405.22.52.49,	0,	0,	0,	0,	0,	0,	0
2020032405.22.57.49,	0,	0,	0,	0,	0,	0,	0
2020032405.23.02.49,	0,	0,	0,	0,	0,	0,	0
2020032405.23.07.49,	0,	0,	0,	0,	0,	0,	0
2020032405.23.12.49,	0,	0,	0,	0,	0,	0,	0
2020032405.23.17.49,	0,	0,	0,	0,	0,	0,	0
2020032405.23.22.49,	0,	0,	0,	0,	0,	0,	0
2020032405.23.27.49,	0,	0,	0,	0,	0,	0,	0
2020032405.23.32.49,	0,	0,	0,	0,	0,	0,	0
2020032405.23.37.49,	0,	0,	0,	0,	0,	0,	0
2020032405.23.42.49,	0,	0,	0,	0,	0,	0,	0
2020032405.23.47.49,	0,	0,	0,	0,	0,	0,	0
2020032405.23.52.49,	0,	0,	0,	0,	0,	0,	0
2020032405.23.57.49,	0,	0,	0,	0,	0,	0,	0
2020032405.24.02.49,	0,	0,	0,	0,	0,	0,	0
2020032405.24.07.49,	0,	0,	0,	0,	0,	0,	0
2020032405.24.12.49,	0,	0,	0,	0,	0,	0,	0
2020032405.24.17.49,	0,	0,	0,	0,	0,	0,	0
2020032405.24.22.49,	0,	0,	0,	0,	0,	0,	0
2020032405.24.27.49,	0,	0,	0,	0,	0,	0,	0
2020032405.24.32.49,	0,	0,	0,	0,	0,	0,	0
2020032405.24.37.49,	0,	0,	0,	0,	0,	0,	0
2020032405.24.42.49,	0,	0,	0,	0,	0,	0,	0
2020032405.24.47.49,	0,	0,	0,	0,	0,	0,	0
2020032405.24.52.49,	0,	0,	0,	0,	0,	0,	0
2020032405.24.57.49,	0,	0,	0,	0,	0,	0,	0
2020032405.25.02.49,	0,	0,	0,	0,	0,	0,	0
2020032405.25.07.49,	0,	0,	0,	0,	0,	0,	0
2020032405.25.12.49,	0,	0,	0,	0,	0,	0,	0
2020032405.25.17.49,	0,	0,	0,	0,	0,	0,	0
2020032405.25.22.49,	0,	0,	0,	0,	0,	0,	0
2020032405.25.27.50,	0,	0,	0,	0,	0,	0,	0
2020032405.25.32.49,	0,	0,	0,	0,	0,	0,	0
2020032405.25.37.49,	0,	0,	0,	0,	0,	0,	0
2020032405.25.42.49,	0,	0,	0,	0,	0,	0,	0
2020032405.25.47.49,	0,	0,	0,	0,	0,	0,	0
2020032405.25.52.50,	0,	0,	0,	0,	0,	0,	0
